description,test_r2_score,test_mean_squared_error,fit_time,score_time,train_test_score,task,strategy
Adaboost,0.8265390098716974,6.824723790490466,4.098485469818115,0.029335069656372,0.8227588599297372,explore_proximate_dg,property_4_normal_data
GradientBoostingRegressor,0.9010870452217054,3.89167382916368,3.528014802932739,0.0131690979003906,0.905219216325525,explore_proximate_dg,property_4_normal_data
SVR,0.7484626685520487,9.89659293919376,1.5200103282928468,0.6434749126434326,0.7026392835333433,explore_proximate_dg,fasttext_kernel_pca_data
KNN,0.8948460318185777,4.137222944371604,0.0232381343841552,0.0658304214477539,0.8869835931314582,explore_proximate_dg,fasttext_kernel_pca_data
DT,0.8672481916533901,5.223044235961115,0.6185093879699707,0.011293888092041,0.8490215016113447,explore_proximate_dg,fasttext_kernel_pca_data
bagging,0.9104754461035002,3.5222925474976745,3.7844794750213615,0.0203212261199951,0.894696668524556,explore_proximate_dg,fasttext_kernel_pca_data
RF,0.9164234171607074,3.288273016367098,37.59116940498352,0.0246519565582275,0.906973665206763,explore_proximate_dg,fasttext_kernel_pca_data
Adaboost,0.8324440790499427,6.59239220933522,4.564250946044922,0.0289699077606201,0.8148663323607162,explore_proximate_dg,fasttext_kernel_pca_data
GradientBoostingRegressor,0.9109601684379104,3.503221423523432,10.028015327453613,0.0125873088836669,0.9078229534246892,explore_proximate_dg,fasttext_kernel_pca_data
SVR,0.7722716509994636,8.959842095006517,1.5835444927215576,0.6742971897125244,0.7885130062541817,explore_proximate_dg,property_7_pca_data
KNN,0.8850250666686016,4.523623220624171,0.0277650356292724,0.0693318843841552,0.8864378881834473,explore_proximate_dg,property_7_pca_data
DT,0.8278160831398724,6.774478070636867,0.7062872409820556,0.0118224620819091,0.846335822986549,explore_proximate_dg,property_7_pca_data
bagging,0.9039260489904004,3.779974844007568,4.008926773071289,0.0216532230377197,0.899838377272572,explore_proximate_dg,property_7_pca_data
RF,0.9115140838144622,3.4814279387435123,39.785353660583496,0.0243259906768798,0.9114763466321713,explore_proximate_dg,property_7_pca_data
Adaboost,0.8347568202166511,6.501398726304789,5.944097089767456,0.0298025608062744,0.8243798946935679,explore_proximate_dg,property_7_pca_data
GradientBoostingRegressor,0.9015106060232408,3.8750090708406697,14.767083835601806,0.01331787109375,0.905507716568148,explore_proximate_dg,property_7_pca_data
SVR,0.7796460749211459,8.66969958894656,1.6321619033813477,0.6345256805419922,0.7948524765220109,explore_proximate_dg,property_5_normal_data
KNN,0.885337207221867,4.511342228464077,0.0244156837463378,0.0690832614898681,0.890387955662096,explore_proximate_dg,property_5_normal_data
DT,0.885575774671978,4.501955928113754,0.1804628372192382,0.0120102882385253,0.8935061434617468,explore_proximate_dg,property_5_normal_data
bagging,0.9045568397882346,3.7551567395933287,1.0473391532897949,0.0216670989990234,0.9127090159738896,explore_proximate_dg,property_5_normal_data
RF,0.9133052096643888,3.410957113051142,10.10919795036316,0.0261422157287597,0.9238285200875777,explore_proximate_dg,property_5_normal_data
Adaboost,0.8355706379351296,6.469379532016118,4.130164384841919,0.0310872554779052,0.8322743702945552,explore_proximate_dg,property_5_normal_data
GradientBoostingRegressor,0.8989247569273786,3.976747829682617,3.5286062717437745,0.0135464668273925,0.9058165932944896,explore_proximate_dg,property_5_normal_data
SVR,0.6242030372825913,14.785517308269348,1.1972968578338623,0.4696849822998047,0.7043354037357101,explore_proximate_dg,fft_6_kernel_pca_data
KNN,0.866364622098942,5.257807776480137,0.0201190471649169,0.0563424110412597,0.8591551307370866,explore_proximate_dg,fft_6_kernel_pca_data
DT,0.8284773849419739,6.748459528149837,2.266526222229004,0.0099027156829833,0.8036411561750837,explore_proximate_dg,fft_6_kernel_pca_data
bagging,0.8943875972446429,4.1552597913929565,13.928983783721923,0.0166908264160156,0.8824452192043599,explore_proximate_dg,fft_6_kernel_pca_data
RF,0.9076300188624924,3.634244260510796,139.20875329971312,0.0230609893798828,0.8966358412627287,explore_proximate_dg,fft_6_kernel_pca_data
Adaboost,0.8293817090375725,6.712879412038539,15.765119075775146,0.0259522914886474,0.8211731846778388,explore_proximate_dg,fft_6_kernel_pca_data
GradientBoostingRegressor,0.8936112740530395,4.1858037848921645,58.002451276779176,0.0111332416534423,0.8875356289345054,explore_proximate_dg,fft_6_kernel_pca_data
SVR,0.6450809507212578,13.96408770363446,1.223224925994873,0.49053316116333,0.7144191348506687,explore_proximate_dg,fft_0_kernel_pca_data
KNN,0.8754508272578259,4.900316213292099,0.0200410366058349,0.0566617965698242,0.8736675636425739,explore_proximate_dg,fft_0_kernel_pca_data
DT,0.8350989774054925,6.487936746726286,2.490880250930786,0.00986008644104,0.7946068808662636,explore_proximate_dg,fft_0_kernel_pca_data
bagging,0.898493599562066,3.9937114704776935,14.413525438308715,0.0166197776794433,0.8768000345810876,explore_proximate_dg,fft_0_kernel_pca_data
RF,0.9044120824756844,3.760852133549507,144.9396577358246,0.0232692241668701,0.8883010197070863,explore_proximate_dg,fft_0_kernel_pca_data
Adaboost,0.8236205083851977,6.939550568042947,15.961227369308473,0.0251466274261474,0.8038884598960969,explore_proximate_dg,fft_0_kernel_pca_data
GradientBoostingRegressor,0.8978216407702417,4.020149306151291,58.92814702987671,0.0110596179962158,0.8894537037405501,explore_proximate_dg,fft_0_kernel_pca_data
SVR,0.6738180649683713,12.83344232263408,1.5318984508514404,0.6510436058044433,0.6359266240985696,explore_proximate_dg,bepler_kernel_pca_data
KNN,0.8498211471134411,5.908701370638803,0.0232953071594238,0.0657758712768554,0.8832889747770583,explore_proximate_dg,bepler_kernel_pca_data
DT,0.7971094745506917,7.982612083989692,2.0305285453796387,0.0114655971527099,0.8055842194502171,explore_proximate_dg,bepler_kernel_pca_data
bagging,0.880333016039409,4.708229278340956,12.228319358825685,0.0208959579467773,0.8944019487224824,explore_proximate_dg,bepler_kernel_pca_data
RF,0.8910006361758984,4.288517844204875,121.24490222930908,0.0251544952392578,0.9060647147193124,explore_proximate_dg,bepler_kernel_pca_data
Adaboost,0.832834660767525,6.577024994273534,12.839400815963746,0.0296877861022949,0.8245481426065971,explore_proximate_dg,bepler_kernel_pca_data
GradientBoostingRegressor,0.8924868592883113,4.230043242937132,40.37381691932679,0.0128775119781494,0.8996378237865749,explore_proximate_dg,bepler_kernel_pca_data
SVR,0.606949355456134,15.464353585794798,1.1680858612060547,0.4761355400085449,0.701246495759112,explore_proximate_dg,fft_7_kernel_pca_data
KNN,0.8618268948589998,5.436342068405278,0.0198280334472656,0.056601333618164,0.8450445054785998,explore_proximate_dg,fft_7_kernel_pca_data
DT,0.8156384980961591,7.253598213425625,2.473116827011109,0.0097843170166015,0.8068475815179849,explore_proximate_dg,fft_7_kernel_pca_data
bagging,0.8916221052268606,4.264066498608278,16.26059341430664,0.0163634777069091,0.87581419187134,explore_proximate_dg,fft_7_kernel_pca_data
RF,0.9031736957200648,3.8095757546164366,160.6473280906677,0.0234181404113769,0.8955530326521302,explore_proximate_dg,fft_7_kernel_pca_data
Adaboost,0.8386811354908892,6.346998778548994,15.740440130233765,0.0247621536254882,0.8104967613392052,explore_proximate_dg,fft_7_kernel_pca_data
GradientBoostingRegressor,0.8966271220486842,4.067146964421144,58.51974835395813,0.0109139442443847,0.8875253053491431,explore_proximate_dg,fft_7_kernel_pca_data
SVR,0.7507482259752409,9.80666898505828,0.3585505962371826,0.2047082901000976,0.7683090580973371,explore_proximate_dg,fft_6_pca_data
KNN,0.8581386684825946,5.581453233037448,0.0122500896453857,0.0376735687255859,0.8419463916355927,explore_proximate_dg,fft_6_pca_data
DT,0.7817524782248655,8.586824351530764,1.4633445262908935,0.006643533706665,0.7376666433088046,explore_proximate_dg,fft_6_pca_data
bagging,0.888283332665353,4.395428602068564,8.821980190277099,0.0109203338623046,0.8759985655795569,explore_proximate_dg,fft_6_pca_data
RF,0.9015403573312996,3.873838522582201,86.84954380989075,0.0187703132629394,0.8872803427736524,explore_proximate_dg,fft_6_pca_data
Adaboost,0.8308982273182227,6.653212864643578,10.642065382003784,0.0174000263214111,0.8189919280627528,explore_proximate_dg,fft_6_pca_data
GradientBoostingRegressor,0.9005999940513725,3.910836579859952,34.455943489074706,0.0077389240264892,0.8858927792491531,explore_proximate_dg,fft_6_pca_data
SVR,0.6184769192631837,15.010808158075411,1.0477262020111084,0.4562414169311523,0.6987276819340864,explore_proximate_dg,fft_5_kernel_pca_data
KNN,0.8612703628898917,5.45823850152797,0.0199872016906738,0.0562965869903564,0.8512759979660072,explore_proximate_dg,fft_5_kernel_pca_data
DT,0.8284237837481022,6.750568436572093,2.1082172870635985,0.0097964286804199,0.7508262233341637,explore_proximate_dg,fft_5_kernel_pca_data
bagging,0.8957108671314534,4.103196491909449,13.82911500930786,0.0168914794921875,0.8703966025867658,explore_proximate_dg,fft_5_kernel_pca_data
RF,0.897782577022702,4.021686247033407,136.41495623588563,0.0232805728912353,0.889761563495361,explore_proximate_dg,fft_5_kernel_pca_data
Adaboost,0.8387286235077276,6.345130389592836,15.528656768798829,0.0250926494598388,0.816020998997909,explore_proximate_dg,fft_5_kernel_pca_data
GradientBoostingRegressor,0.8941249337945988,4.165594135126854,57.39558749198913,0.0110085487365722,0.8837566363146951,explore_proximate_dg,fft_5_kernel_pca_data
SVR,0.6595991485503969,13.39287748486259,0.6416603088378906,0.3133510589599609,0.70222157600389,explore_proximate_dg,property_2_kernel_pca_data
KNN,0.873182583990863,4.989558951819137,0.0168774127960205,0.0481555461883544,0.8843878275502919,explore_proximate_dg,property_2_kernel_pca_data
DT,0.8299296996930341,6.691319032033044,2.308181381225586,0.0084120750427246,0.8359325463098102,explore_proximate_dg,property_2_kernel_pca_data
bagging,0.8985311011206774,3.9922359930285776,13.65584659576416,0.0140037536621093,0.8780178420843582,explore_proximate_dg,property_2_kernel_pca_data
RF,0.8984432511391552,3.995692400480448,136.58248538970946,0.0221912860870361,0.8909025372410747,explore_proximate_dg,property_2_kernel_pca_data
Adaboost,0.8101147647618652,7.470926353147401,11.56929521560669,0.0218836307525634,0.7784585875279384,explore_proximate_dg,property_2_kernel_pca_data
GradientBoostingRegressor,0.8891206708733238,4.362484007526598,44.01101264953613,0.0094144344329833,0.8856847255905885,explore_proximate_dg,property_2_kernel_pca_data
SVR,0.7421262446077963,10.14589592776189,0.3407992362976074,0.2020062923431396,0.767192504233624,explore_proximate_dg,fft_5_pca_data
KNN,0.876786433585754,4.847767543564115,0.0119661331176757,0.0373784065246582,0.8632945564181707,explore_proximate_dg,fft_5_pca_data
DT,0.847076995768659,6.016668441238298,1.4027807235717773,0.0065567970275878,0.8164239530309123,explore_proximate_dg,fft_5_pca_data
bagging,0.8889266211126725,4.370118784758507,8.49096393585205,0.011063003540039,0.8779159444282809,explore_proximate_dg,fft_5_pca_data
RF,0.9003022137170555,3.9225525773902894,85.10852994918824,0.0187440395355224,0.8962764849045477,explore_proximate_dg,fft_5_pca_data
Adaboost,0.8383085157988222,6.361659287954447,10.839986991882324,0.0175930500030517,0.8292961320976729,explore_proximate_dg,fft_5_pca_data
GradientBoostingRegressor,0.894388726714879,4.155215353030268,34.75939645767212,0.0077077388763427,0.8977502206498015,explore_proximate_dg,fft_5_pca_data
SVR,0.6747284618965173,12.797623274387483,0.6398128032684326,0.3120373249053955,0.7343306269943252,explore_proximate_dg,property_7_kernel_pca_data
KNN,0.8828685404798169,4.608470514384737,0.0169436931610107,0.0487555980682373,0.8822853821143462,explore_proximate_dg,property_7_kernel_pca_data
DT,0.828585991271774,6.744186474005291,2.270751619338989,0.0084200382232666,0.8355684580631839,explore_proximate_dg,property_7_kernel_pca_data
bagging,0.8923232701672503,4.236479563665752,13.523757219314575,0.0140835762023925,0.8808664268163966,explore_proximate_dg,property_7_kernel_pca_data
RF,0.9001189194427754,3.929764186141137,135.01976680755615,0.0219918251037597,0.8893578295587741,explore_proximate_dg,property_7_kernel_pca_data
Adaboost,0.8204530900416508,7.064170837462896,11.721931409835816,0.0218438625335693,0.7852267769505511,explore_proximate_dg,property_7_kernel_pca_data
GradientBoostingRegressor,0.8875165076073447,4.425598896915045,45.67097096443176,0.009471321105957,0.8787551767365139,explore_proximate_dg,property_7_kernel_pca_data
SVR,0.2173715828783733,30.79206900348693,0.3699459075927734,0.2059876441955566,0.1743398350035205,explore_proximate_dg,fasttext_normal_data
KNN,0.8951706247630069,4.124452019978557,0.0119769096374511,0.0375380516052246,0.8869550790393326,explore_proximate_dg,fasttext_normal_data
DT,0.8129027944320444,7.361232914844115,0.8972694396972656,0.006635570526123,0.8415105763251638,explore_proximate_dg,fasttext_normal_data
bagging,0.9094020127880124,3.5645261694797434,5.552213716506958,0.0108471870422363,0.9091175629017056,explore_proximate_dg,fasttext_normal_data
RF,0.9109519522538352,3.5035446846029665,55.6758951663971,0.0195112705230712,0.9217543494919148,explore_proximate_dg,fasttext_normal_data
Adaboost,0.859186142753717,5.5402409548602725,7.897228717803955,0.0177371978759765,0.8523203836563864,explore_proximate_dg,fasttext_normal_data
GradientBoostingRegressor,0.8935483069453578,4.188281189855066,22.2216685295105,0.0076171398162841,0.9126938328147712,explore_proximate_dg,fasttext_normal_data
SVR,0.7376305906905973,10.322774868783874,0.4149867057800293,0.2102222442626953,0.7638970253314271,explore_proximate_dg,fft_7_pca_data
KNN,0.8619558720704656,5.431267533532212,0.0119697093963623,0.0377718925476074,0.839392282910756,explore_proximate_dg,fft_7_pca_data
DT,0.8382299983378027,6.364748512706322,1.6511419773101808,0.0067162036895751,0.8214388578713401,explore_proximate_dg,fft_7_pca_data
bagging,0.8975349551607953,4.031428788055167,9.684952402114869,0.011078405380249,0.8836058403199228,explore_proximate_dg,fft_7_pca_data
RF,0.906206945631866,3.690234265672661,95.92644529342653,0.0190815925598144,0.9021526141891228,explore_proximate_dg,fft_7_pca_data
Adaboost,0.8342199808559467,6.522520364973869,10.61560935974121,0.0177087306976318,0.8168871647780633,explore_proximate_dg,fft_7_pca_data
GradientBoostingRegressor,0.8927623711456735,4.219203385940401,34.77233123779297,0.007762861251831,0.8923423061267778,explore_proximate_dg,fft_7_pca_data
SVR,0.7314244396710152,10.566952343381422,0.5963640213012695,0.3019225597381592,0.7586024029443557,explore_proximate_dg,fft_5_normal_data
KNN,0.876786433585754,4.847767543564115,0.0123046398162841,0.0382820606231689,0.8632945564181707,explore_proximate_dg,fft_5_normal_data
DT,0.8715373149145699,5.054291125885655,0.904236364364624,0.0065523147583007,0.8143836318735399,explore_proximate_dg,fft_5_normal_data
bagging,0.898497873818096,3.993543302310354,5.792707633972168,0.0108178615570068,0.9027897226588728,explore_proximate_dg,fft_5_normal_data
RF,0.9120081237694734,3.461990218297411,56.91297245025635,0.0195227146148681,0.915041759954962,explore_proximate_dg,fft_5_normal_data
Adaboost,0.8395417789729157,6.313137251282418,8.046172857284546,0.0172592163085937,0.8356478812032263,explore_proximate_dg,fft_5_normal_data
GradientBoostingRegressor,0.908408864756729,3.603601012714325,22.17591590881348,0.0074080467224121,0.907363972595858,explore_proximate_dg,fft_5_normal_data
SVR,0.7482735538775661,9.90403354827317,0.4071991920471191,0.2064888954162597,0.7792072884558957,explore_proximate_dg,fft_2_pca_data
KNN,0.8661154721139052,5.267610440635482,0.0120032310485839,0.0377689361572265,0.8781636922128262,explore_proximate_dg,fft_2_pca_data
DT,0.840459338372147,6.2770363996933085,1.285364770889282,0.0065662384033203,0.8299501354238629,explore_proximate_dg,fft_2_pca_data
bagging,0.9002139367166144,3.92602578565814,8.284463453292847,0.0111653804779052,0.8884381629514395,explore_proximate_dg,fft_2_pca_data
RF,0.9055834898586276,3.714763777724861,82.26708111763,0.0186789512634277,0.9020001384277876,explore_proximate_dg,fft_2_pca_data
Adaboost,0.8278487986991004,6.773190895605657,10.740158700942994,0.0176193714141845,0.8247811794323457,explore_proximate_dg,fft_2_pca_data
GradientBoostingRegressor,0.9008734093411088,3.900079211121493,34.51451511383057,0.0076626300811767,0.9043827002947038,explore_proximate_dg,fft_2_pca_data
SVR,0.683445530972742,12.454655159978271,1.157334280014038,0.4951636791229248,0.7454787172718829,explore_proximate_dg,fft_1_kernel_pca_data
KNN,0.8677576714442321,5.202999043974366,0.0201819419860839,0.0568291187286377,0.8621248168353961,explore_proximate_dg,fft_1_kernel_pca_data
DT,0.8154481317972766,7.26108806695367,2.3881420612335207,0.0100985527038574,0.7239707490394102,explore_proximate_dg,fft_1_kernel_pca_data
bagging,0.8947216751738093,4.142115685681503,14.922431373596192,0.0167160034179687,0.8705594986570429,explore_proximate_dg,fft_1_kernel_pca_data
RF,0.9024959421812248,3.836241581308588,151.09844822883605,0.0236680030822753,0.8880026702126234,explore_proximate_dg,fft_1_kernel_pca_data
Adaboost,0.8298118386425847,6.695956207886703,15.942511177062988,0.0253284454345703,0.8127946413867555,explore_proximate_dg,fft_1_kernel_pca_data
GradientBoostingRegressor,0.8906380057807265,4.302785330417507,59.08767900466919,0.0112431526184082,0.8858819250776515,explore_proximate_dg,fft_1_kernel_pca_data
SVR,0.7446302330706857,10.04737792886684,0.3845019817352295,0.2084248542785644,0.7670189977573665,explore_proximate_dg,fft_4_normal_data
KNN,0.8623094316800156,5.41735693220988,0.0115764617919921,0.0373346805572509,0.8457344819636481,explore_proximate_dg,fft_4_normal_data
DT,0.8719315863243748,5.038778741986455,0.9643604278564452,0.0065138339996337,0.8409358215235428,explore_proximate_dg,fft_4_normal_data
bagging,0.8914804852032413,4.269638457719601,5.779701519012451,0.0108496665954589,0.8996750486939391,explore_proximate_dg,fft_4_normal_data
RF,0.9015281289820634,3.8743196400132094,57.87587575912475,0.019523811340332,0.9121360355499352,explore_proximate_dg,fft_4_normal_data
Adaboost,0.8393259936030094,6.321627203672001,8.018892765045166,0.0173544883728027,0.8347087242166612,explore_proximate_dg,fft_4_normal_data
GradientBoostingRegressor,0.8957737012739166,4.100724318387282,22.640967464447023,0.0074641704559326,0.9022142416834782,explore_proximate_dg,fft_4_normal_data
SVR,0.7798845618062389,8.660316458380949,1.6161478519439698,0.7158318996429444,0.7976589459796012,explore_proximate_dg,property_0_normal_data
KNN,0.8923634137197988,4.23490013847102,0.0240460395812988,0.0690711975097656,0.8936299579907366,explore_proximate_dg,property_0_normal_data
DT,0.9020733192834788,3.852869438341577,0.164091157913208,0.0119377136230468,0.8582792143841994,explore_proximate_dg,property_0_normal_data
bagging,0.9125048184840744,3.442448047848365,1.0641385555267333,0.0217445850372314,0.9038098587859494,explore_proximate_dg,property_0_normal_data
RF,0.919554795346472,3.1650707264135907,10.2502601146698,0.0256418704986572,0.9150936886631472,explore_proximate_dg,property_0_normal_data
Adaboost,0.8326396720797529,6.584696713057858,4.118156003952026,0.0305115222930908,0.8288060881591844,explore_proximate_dg,property_0_normal_data
GradientBoostingRegressor,0.9005917228213274,3.911162006691791,3.535838508605957,0.0134505271911621,0.9033469763729968,explore_proximate_dg,property_0_normal_data
SVR,0.3663088599524084,24.932216725541306,0.3708086490631103,0.2023875713348388,0.3107955218065518,explore_proximate_dg,glove_normal_data
KNN,0.8864936291733416,4.465843465899443,0.0117405891418457,0.0377107620239257,0.9021377731476372,explore_proximate_dg,glove_normal_data
DT,0.8659796305370904,5.272955050050776,0.9168706893920898,0.0065658092498779,0.860631256555046,explore_proximate_dg,glove_normal_data
bagging,0.8907880395688416,4.296882336537619,5.861008262634277,0.0109112739562988,0.9066919661556996,explore_proximate_dg,glove_normal_data
RF,0.9091356076323232,3.575007728489619,58.49382305145264,0.0195401668548583,0.9228681863036918,explore_proximate_dg,glove_normal_data
Adaboost,0.8547035702469826,5.716605215243431,8.087560367584228,0.0174295425415039,0.8474378946327128,explore_proximate_dg,glove_normal_data
GradientBoostingRegressor,0.9160651506998791,3.3023688060702465,22.31803889274597,0.00754075050354,0.9152301938690218,explore_proximate_dg,glove_normal_data
SVR,0.6022664931599293,15.648598133787171,0.1631362915039062,0.0787773609161377,0.5730749695586365,explore_proximate_dg,bepler_normal_data
KNN,0.8426919595232933,6.18919519300983,0.0036195278167724,0.0138054847717285,0.8847580427778722,explore_proximate_dg,bepler_normal_data
DT,0.8697578537610149,5.12430301074771,0.2069681167602539,0.002318000793457,0.8598494430629181,explore_proximate_dg,bepler_normal_data
bagging,0.9067948457121732,3.66710367209346,1.211542558670044,0.0045454502105712,0.9146524181534684,explore_proximate_dg,bepler_normal_data
RF,0.9166064332108694,3.281072354185599,12.137386798858644,0.0148341178894042,0.9279095987505308,explore_proximate_dg,bepler_normal_data
Adaboost,0.8403154791205347,6.282696459953742,1.4067951679229735,0.007962417602539,0.8439605544855201,explore_proximate_dg,bepler_normal_data
GradientBoostingRegressor,0.910342717410254,3.5275146822831838,4.533014106750488,0.0029071807861328,0.9182796527201172,explore_proximate_dg,bepler_normal_data
SVR,0.6421952342793479,14.077624572293775,0.158062744140625,0.074039888381958,0.6145407073565539,explore_proximate_dg,bepler_pca_data
KNN,0.8426919595232933,6.18919519300983,0.00362229347229,0.0137571811676025,0.8847580427778722,explore_proximate_dg,bepler_pca_data
DT,0.84480253819023,6.106155678308055,0.395341682434082,0.0022059440612792,0.8258123617802353,explore_proximate_dg,bepler_pca_data
bagging,0.9034029054389384,3.8005576288680887,2.2007859706878663,0.0044776439666748,0.9035945509075016,explore_proximate_dg,bepler_pca_data
RF,0.903760582668348,3.7864850221392703,22.48117890357971,0.0146528244018554,0.9147786104886734,explore_proximate_dg,bepler_pca_data
Adaboost,0.8282901367863935,6.755826700106881,2.2376373291015623,0.0078361988067626,0.819776300853629,explore_proximate_dg,bepler_pca_data
GradientBoostingRegressor,0.898286967012613,4.001841310363294,8.258661031723022,0.0030588626861572,0.9064419366105942,explore_proximate_dg,bepler_pca_data
SVR,0.657766627867804,13.464976966652744,0.1108258724212646,0.0419904708862304,0.5768996904046296,explore_proximate_dg,one_hot_nlp_normal_data
KNN,0.8935972846049252,4.1863541917547735,0.0014675140380859,0.007737112045288,0.8971933795443148,explore_proximate_dg,one_hot_nlp_normal_data
DT,0.8916158544613055,4.264312431416346,0.0173168659210205,0.0010977745056152,0.9041793622059467,explore_proximate_dg,one_hot_nlp_normal_data
bagging,0.9127700680562902,3.432011954611603,0.1145452499389648,0.0025628566741943,0.9256090372994232,explore_proximate_dg,one_hot_nlp_normal_data
RF,0.92038660346807,3.1323437099680143,1.1209335327148438,0.0136729717254638,0.9308474705702036,explore_proximate_dg,one_hot_nlp_normal_data
Adaboost,0.8343901620824574,6.51582468161357,0.2028340816497802,0.0051092624664306,0.8316886826411993,explore_proximate_dg,one_hot_nlp_normal_data
GradientBoostingRegressor,0.9034086544903288,3.800331435717875,0.3777549266815185,0.0016949653625488,0.91395679930235,explore_proximate_dg,one_hot_nlp_normal_data
SVR,0.7720150151821067,8.96993928496786,0.3898594856262207,0.2064258098602295,0.7874126891861881,explore_proximate_dg,fft_1_pca_data
KNN,0.8546251304368478,5.7196913848655,0.0119338035583496,0.0375797748565673,0.8602976738128646,explore_proximate_dg,fft_1_pca_data
DT,0.8485481657772708,5.958786095759916,1.3777500629425048,0.006538438796997,0.8186483346575824,explore_proximate_dg,fft_1_pca_data
bagging,0.8936837481962492,4.182952331035059,8.369027090072631,0.0110868453979492,0.8833075144736865,explore_proximate_dg,fft_1_pca_data
RF,0.9073391696037284,3.6456875588239432,82.56038374900818,0.0187375545501709,0.8971645373305199,explore_proximate_dg,fft_1_pca_data
Adaboost,0.8352791764519366,6.480846917950487,10.787691020965577,0.0173715591430664,0.8272107506542012,explore_proximate_dg,fft_1_pca_data
GradientBoostingRegressor,0.9026752947430152,3.829185056989014,34.656622886657715,0.0076156139373779,0.8936032494152449,explore_proximate_dg,fft_1_pca_data
SVR,0.7428666716113873,10.116764249320578,0.3886053562164306,0.210283088684082,0.762200945871569,explore_proximate_dg,fft_6_normal_data
KNN,0.8581386684825946,5.581453233037448,0.0119092941284179,0.0377637386322021,0.8419463916355927,explore_proximate_dg,fft_6_normal_data
DT,0.835439665029694,6.474532586330951,0.9848620891571044,0.006607437133789,0.8387273397204538,explore_proximate_dg,fft_6_normal_data
bagging,0.9027006074152344,3.8281891443278058,5.94575138092041,0.0108606815338134,0.907345311710072,explore_proximate_dg,fft_6_normal_data
