description,test_r2_score,test_mean_squared_error,fit_time,score_time,train_test_score,task,strategy
KNN,-0.0054628699135566,9948865371346544.0,0.0038994312286376,0.0080016136169433,0.0063460256198606,explore_proximate_kon,fft_7_kernel_pca_data
DT,-20.834616487794456,2.1604941005004653e+17,0.1477004528045654,0.003679609298706,-17.77023895064112,explore_proximate_kon,fft_7_kernel_pca_data
bagging,-1.4936650118466663,2.4674344748536264e+16,0.7716097354888916,0.0051627159118652,-4.292017358932283,explore_proximate_kon,fft_7_kernel_pca_data
RF,-0.5908769256357063,1.574142698764408e+16,7.481451511383057,0.0110903263092041,-1.7528066598139294,explore_proximate_kon,fft_7_kernel_pca_data
Adaboost,0.1033705630806776,8871979088261629.0,0.1705424308776855,0.0043519496917724,-0.0976849673115629,explore_proximate_kon,fft_7_kernel_pca_data
GradientBoostingRegressor,-1.6212615575679703,2.5936888491538188e+16,3.355143737792969,0.0038665294647216,-2.472647001064255,explore_proximate_kon,fft_7_kernel_pca_data
SVR,-0.2561946971858044,1.2429809490205722e+16,0.0180504322052001,0.0106730461120605,-0.1270568031986523,explore_proximate_kon,fft_6_pca_data
KNN,0.0829753273075032,9073786097745358.0,0.0045757293701171,0.0091744422912597,-0.2656774352623603,explore_proximate_kon,fft_6_pca_data
DT,-1.4120176531888196,2.3866459541116524e+16,0.15061936378479,0.0040521144866943,-1.9050981046843865,explore_proximate_kon,fft_6_pca_data
bagging,-1.5692460097576553,2.54222044610616e+16,0.7898439407348633,0.0055991649627685,-3.324382399025243,explore_proximate_kon,fft_6_pca_data
RF,-0.3093337293958638,1.2955610186821182e+16,7.759737014770508,0.0114443302154541,-1.562117380304181,explore_proximate_kon,fft_6_pca_data
Adaboost,-4.9217009610009725,5.859411361002042e+16,0.2062860012054443,0.0051624774932861,-0.6866924764467923,explore_proximate_kon,fft_6_pca_data
GradientBoostingRegressor,0.3386727926959767,6543707926720332.0,3.066538095474243,0.0042469024658203,-1.2891277164070924,explore_proximate_kon,fft_6_pca_data
SVR,-0.2561946431423287,1.2429808955455728e+16,0.0158577919006347,0.0092276096343994,-0.1270568335948037,explore_proximate_kon,fft_5_kernel_pca_data
KNN,-0.2023987389970347,1.1897508634989984e+16,0.0040309906005859,0.0081280708312988,-0.4883036672156619,explore_proximate_kon,fft_5_kernel_pca_data
DT,-22.114760375134043,2.2871619225771645e+17,0.1570589542388916,0.0037032127380371,-2.803797819729601,explore_proximate_kon,fft_5_kernel_pca_data
bagging,-2.479352968338305,3.442754108301265e+16,0.8163537979125977,0.0052152633666992,-0.5323468789702502,explore_proximate_kon,fft_5_kernel_pca_data
RF,-0.5940271459636954,1.5772597823356728e+16,8.176067399978638,0.0113577365875244,-0.5317704931300473,explore_proximate_kon,fft_5_kernel_pca_data
Adaboost,0.1298689783415887,8609782269390034.0,0.237367582321167,0.0053874015808105,-0.4832228599626116,explore_proximate_kon,fft_5_kernel_pca_data
GradientBoostingRegressor,-3.890468552306388,4.839026351503492e+16,3.427289056777954,0.0038833141326904,-1.27398913269086,explore_proximate_kon,fft_5_kernel_pca_data
SVR,-0.2561946811394231,1.2429809331429806e+16,0.0159065723419189,0.0090816974639892,-0.1270568517987899,explore_proximate_kon,property_2_kernel_pca_data
KNN,0.4327200051589891,5613128505696682.0,0.0038281440734863,0.0078560352325439,0.0288294832509485,explore_proximate_kon,property_2_kernel_pca_data
DT,0.5457675472126707,4494544408652493.0,0.1660079956054687,0.0036701202392578,-0.9069449689157528,explore_proximate_kon,property_2_kernel_pca_data
bagging,-0.1391658050706978,1.1271830685567086e+16,0.9043971061706544,0.0051906108856201,-1.9960536530808224,explore_proximate_kon,property_2_kernel_pca_data
RF,0.1284204458715786,8624115224849038.0,9.013435363769531,0.0112799644470214,-0.981810134830588,explore_proximate_kon,property_2_kernel_pca_data
Adaboost,0.0068722894429577,9826811297104480.0,0.1939501762390136,0.0045360565185546,-1.0239587455647945,explore_proximate_kon,property_2_kernel_pca_data
GradientBoostingRegressor,0.5001980230598033,4945446251375118.0,3.0371384620666504,0.0037732601165771,-1.091518979933517,explore_proximate_kon,property_2_kernel_pca_data
SVR,-0.2561946700788398,1.2429809221987422e+16,0.0175392627716064,0.0102712631225585,-0.1270568180757887,explore_proximate_kon,fft_5_pca_data
KNN,-0.1958790656024174,1.1832997696984112e+16,0.0044178485870361,0.0086148738861083,-0.6094984340711891,explore_proximate_kon,fft_5_pca_data
DT,-109.2387009871868,1.0907911447072534e+18,0.1513307571411132,0.0038156509399414,-1.343417167215545,explore_proximate_kon,fft_5_pca_data
bagging,-3.578164659688314,4.530007542795836e+16,0.8266005039215087,0.0056221961975097,-0.6392422330330538,explore_proximate_kon,fft_5_pca_data
RF,-3.619453135453962,4.570861710470457e+16,7.839260292053223,0.0113981246948242,-0.3496156448616014,explore_proximate_kon,fft_5_pca_data
Adaboost,0.0463650127623667,9436038251963174.0,0.2209179401397705,0.0057761669158935,-0.0334520112662583,explore_proximate_kon,fft_5_pca_data
GradientBoostingRegressor,-4.75798284294748,5.697415372477429e+16,3.1001930236816406,0.0043044567108154,-0.9657119150630716,explore_proximate_kon,fft_5_pca_data
SVR,-0.2561947158155166,1.2429809674543208e+16,0.0159329414367675,0.0090206623077392,-0.1270568386347639,explore_proximate_kon,property_7_kernel_pca_data
KNN,0.5508616059483304,4444139658689753.5,0.0038077354431152,0.0078790664672851,-0.0554314052036171,explore_proximate_kon,property_7_kernel_pca_data
DT,0.4752964250368364,5191842864989688.0,0.1731979846954345,0.0036292076110839,-1.8708361543722904,explore_proximate_kon,property_7_kernel_pca_data
bagging,-2.334308298884995,3.29923514480672e+16,0.9154922485351562,0.0051087379455566,-1.8317590445006184,explore_proximate_kon,property_7_kernel_pca_data
RF,-0.4768127845880174,1.4612783835381976e+16,9.162507247924804,0.0112391471862792,-0.8660437359551258,explore_proximate_kon,property_7_kernel_pca_data
Adaboost,0.0381662791815092,9517163173680574.0,0.1596736431121826,0.0041879177093505,-0.8516294464838291,explore_proximate_kon,property_7_kernel_pca_data
GradientBoostingRegressor,-0.5610123479998594,1.544592262725262e+16,3.0698565006256104,0.0037604331970214,-1.8701346745511973,explore_proximate_kon,property_7_kernel_pca_data
SVR,-0.2561946167214304,1.2429808694025924e+16,0.0273411750793457,0.0166167736053466,-0.1270568826868702,explore_proximate_kon,fasttext_normal_data
KNN,-0.3585414655354424,1.3442511450637618e+16,0.0075136661529541,0.0119377136230468,-0.339717321678859,explore_proximate_kon,fasttext_normal_data
DT,-25.307578879477827,2.6030852888730403e+17,0.1904285907745361,0.0062720298767089,-17.904059710530866,explore_proximate_kon,fasttext_normal_data
bagging,-4.636079450758968,5.576794266170617e+16,1.0919396877288818,0.0081856250762939,-2.982481821955433,explore_proximate_kon,fasttext_normal_data
RF,-4.412852054613078,5.3559149698876376e+16,10.853731298446656,0.013943862915039,-1.5948353370113273,explore_proximate_kon,fasttext_normal_data
Adaboost,-22.30388853290854,2.305875796912385e+17,0.3008420467376709,0.0070325851440429,-0.5929899152452565,explore_proximate_kon,fasttext_normal_data
GradientBoostingRegressor,-20.51749620771777,2.129115647178982e+17,4.704436922073365,0.0066120147705078,-8.372517225139434,explore_proximate_kon,fasttext_normal_data
SVR,-0.2561946933441164,1.2429809452192944e+16,0.0177747726440429,0.0102843761444091,-0.1270568100344053,explore_proximate_kon,fft_7_pca_data
KNN,-0.0066528958940665,9960640453870990.0,0.0044156074523925,0.008663272857666,-0.004778231917933,explore_proximate_kon,fft_7_pca_data
DT,-0.2962942794057401,1.2826587289656118e+16,0.1620566368103027,0.0037833213806152,-3.0171800863142058,explore_proximate_kon,fft_7_pca_data
bagging,-2.9087036497845995,3.867588505932708e+16,0.793149185180664,0.0055846214294433,-3.981288057354881,explore_proximate_kon,fft_7_pca_data
RF,-0.6093599637905303,1.5924313162517564e+16,8.028974914550782,0.0113844871520996,-2.439771461219564,explore_proximate_kon,fft_7_pca_data
Adaboost,-1.3595408698127334,2.334721167174977e+16,0.2410395622253417,0.0057734966278076,-0.6659159334282244,explore_proximate_kon,fft_7_pca_data
GradientBoostingRegressor,0.4090553473016185,5847285829777878.0,3.0752017974853514,0.0042263031005859,-8.703225588302027,explore_proximate_kon,fft_7_pca_data
SVR,-0.2561946685363021,1.2429809206724304e+16,0.0280656814575195,0.016662311553955,-0.1270568197121289,explore_proximate_kon,fft_5_normal_data
KNN,-0.1958790656024174,1.1832997696984112e+16,0.0076736450195312,0.0119608402252197,-0.6094984340711891,explore_proximate_kon,fft_5_normal_data
DT,-18.731082715372484,1.9523534029955814e+17,0.1923367500305176,0.0063480377197265,-8.064824962033601,explore_proximate_kon,fft_5_normal_data
bagging,-2.410052687590704,3.374182788167516e+16,1.095991277694702,0.0082484722137451,-1.9068827729472684,explore_proximate_kon,fft_5_normal_data
RF,-1.5762223443632966,2.549123397558058e+16,10.808336544036866,0.0138261318206787,-2.455171732762934,explore_proximate_kon,fft_5_normal_data
Adaboost,0.2319724940426162,7599487248015427.0,0.2838692188262939,0.0069950580596923,-2.2782864421852507,explore_proximate_kon,fft_5_normal_data
GradientBoostingRegressor,-5.496533001800283,6.428196818543642e+16,4.712499666213989,0.0065740585327148,-3.961487858856463,explore_proximate_kon,fft_5_normal_data
SVR,-0.2561946895782991,1.2429809414930894e+16,0.0178861141204834,0.0103377342224121,-0.1270568247465916,explore_proximate_kon,fft_2_pca_data
KNN,-0.0915227602153121,1.0800411746757332e+16,0.0044225692749023,0.0087027072906494,0.0244252851534395,explore_proximate_kon,fft_2_pca_data
DT,-2.304963481200042,3.27019900143134e+16,0.1610834598541259,0.0037750720977783,-1.533322442506855,explore_proximate_kon,fft_2_pca_data
bagging,-3.349865958627012,4.304110285992364e+16,0.8101117134094238,0.005568504333496,-1.0784606132260472,explore_proximate_kon,fft_2_pca_data
RF,-0.3826193242345372,1.3680757319078484e+16,7.910052871704101,0.0114071369171142,-1.268597468309575,explore_proximate_kon,fft_2_pca_data
Adaboost,0.072810752223375,9174362650191924.0,0.2329553127288818,0.0056525707244873,-0.1380433922519602,explore_proximate_kon,fft_2_pca_data
GradientBoostingRegressor,0.3780542884165627,6154035457681216.0,3.071846580505371,0.0042008399963378,-2.406723415311049,explore_proximate_kon,fft_2_pca_data
SVR,-0.2561947063465184,1.2429809580849258e+16,0.0162168025970458,0.0090556621551513,-0.1270568205521206,explore_proximate_kon,fft_1_kernel_pca_data
KNN,0.5759101513651559,4196289028341285.0,0.0038814067840576,0.0079279422760009,-0.0036496182705682,explore_proximate_kon,fft_1_kernel_pca_data
DT,0.0299510055498355,9598451756079764.0,0.1690965175628662,0.0037014007568359,-3.098439061690632,explore_proximate_kon,fft_1_kernel_pca_data
bagging,0.2659817980130773,7262971602634699.0,0.8527364253997802,0.0051721096038818,-2.337720882515121,explore_proximate_kon,fft_1_kernel_pca_data
RF,-0.1326727037728425,1.1207582673444636e+16,8.461572122573852,0.011250352859497,-1.7960827643212596,explore_proximate_kon,fft_1_kernel_pca_data
Adaboost,0.1667053805441788,8245293020463469.0,0.293064546585083,0.0061412811279296,-16.791743201730334,explore_proximate_kon,fft_1_kernel_pca_data
GradientBoostingRegressor,0.5344812654891733,4606220036634478.0,3.328359699249268,0.003832721710205,-6.078984619798712,explore_proximate_kon,fft_1_kernel_pca_data
SVR,-0.2561946930680785,1.24298094494616e+16,0.0286150932312011,0.017082929611206,-0.1270568070285947,explore_proximate_kon,fft_4_normal_data
KNN,0.6172954840700939,3786788970457285.0,0.0075869560241699,0.0122721672058105,-0.182296754715556,explore_proximate_kon,fft_4_normal_data
DT,-19.296646280038622,2.008314850525574e+17,0.192503547668457,0.0064060688018798,-4.84887645425218,explore_proximate_kon,fft_4_normal_data
bagging,-1.7554585734392334,2.726474264119409e+16,1.0797982692718506,0.0082395553588867,-4.213979413315732,explore_proximate_kon,fft_4_normal_data
RF,-1.7959532944252108,2.766543026417351e+16,10.7293119430542,0.0136008739471435,-3.045422303409885,explore_proximate_kon,fft_4_normal_data
Adaboost,0.0512074693074943,9388123058199518.0,0.4366446018218994,0.0079152584075927,-2.400550961016843,explore_proximate_kon,fft_4_normal_data
GradientBoostingRegressor,-8.460065546143255,9.360556350607432e+16,4.85233588218689,0.0066044807434082,-4.731968986979581,explore_proximate_kon,fft_4_normal_data
SVR,-0.2561946972538875,1.2429809490879392e+16,0.055316162109375,0.0330759048461914,-0.1270568181271944,explore_proximate_kon,property_0_normal_data
KNN,0.3848410981570705,6086881255940220.0,0.0140315532684326,0.0185980796813964,0.036411593563782,explore_proximate_kon,property_0_normal_data
DT,0.6079777518715426,3878986172346617.5,0.0459073543548584,0.0109700202941894,-18.50423057233594,explore_proximate_kon,property_0_normal_data
bagging,0.5050718431203027,4897220721545016.0,0.2484321117401123,0.0136662483215332,-2.5189526352515363,explore_proximate_kon,property_0_normal_data
RF,0.6326891459773007,3634471590602181.0,2.3292439460754397,0.0184096813201904,-5.180453760666669,explore_proximate_kon,property_0_normal_data
Adaboost,0.2990636497011316,6935632922582195.0,0.1518379211425781,0.0120147705078125,-0.0898354442581476,explore_proximate_kon,property_0_normal_data
GradientBoostingRegressor,0.5840478643890986,4115767893520245.0,0.9085035800933838,0.011441421508789,-11.96404562053853,explore_proximate_kon,property_0_normal_data
SVR,-0.2561946300781144,1.2429808826187792e+16,0.0267940998077392,0.0164901256561279,-0.1270568719490387,explore_proximate_kon,glove_normal_data
KNN,0.4909382266800436,5037070189269743.0,0.0076202392578125,0.0118907928466796,-0.0534539205690733,explore_proximate_kon,glove_normal_data
DT,-2.802930097502296,3.762927571850061e+16,0.1809463024139404,0.0063608169555664,-0.769821250031875,explore_proximate_kon,glove_normal_data
bagging,-1.9528441665144576,2.9217835838874908e+16,1.0817166328430177,0.0082936286926269,-1.128665461527275,explore_proximate_kon,glove_normal_data
RF,-0.8399839148374819,1.8206293640395776e+16,10.880619096755982,0.0136481761932373,-1.3030382942746,explore_proximate_kon,glove_normal_data
Adaboost,0.4069323715129419,5868292274610582.0,0.3405495643615722,0.0076712131500244,-0.3905211966201404,explore_proximate_kon,glove_normal_data
GradientBoostingRegressor,-1.409388149764203,2.384044110090574e+16,4.720207786560058,0.0065592288970947,-0.9158663211791656,explore_proximate_kon,glove_normal_data
SVR,-0.2561945576249411,1.2429808109277314e+16,0.0113062858581542,0.0061239719390869,-0.1270567548261515,explore_proximate_kon,bepler_normal_data
KNN,-0.2138941638408602,1.201125369468322e+16,0.0024409770965576,0.0064997196197509,-0.6035591166762707,explore_proximate_kon,bepler_normal_data
DT,0.7152348667970334,2817697259107591.0,0.0387922763824462,0.0021167278289794,-12.304253883995086,explore_proximate_kon,bepler_normal_data
bagging,-0.3259387204284154,1.3119913439799062e+16,0.2402847290039062,0.0035895824432373,-2.595432671985922,explore_proximate_kon,bepler_normal_data
RF,-1.4039989854888018,2.3787116337312388e+16,2.3726274490356447,0.0095225811004638,-2.22593237851462,explore_proximate_kon,bepler_normal_data
Adaboost,-0.2068384467825137,1.1941438705773846e+16,0.0638966560363769,0.002970266342163,-0.3867960632816942,explore_proximate_kon,bepler_normal_data
GradientBoostingRegressor,0.3679762198886077,6253756044077857.0,0.9836291790008544,0.0025585651397705,-3.031266821099095,explore_proximate_kon,bepler_normal_data
SVR,-0.2561945553204425,1.2429808086474736e+16,0.0110820770263671,0.0061580657958984,-0.1270567429023434,explore_proximate_kon,bepler_pca_data
KNN,-0.2138941638408602,1.201125369468322e+16,0.0025531291961669,0.006642723083496,-0.6035591166762707,explore_proximate_kon,bepler_pca_data
DT,0.6743451625127219,3222293167292407.5,0.0684991359710693,0.0022004127502441,-12.44461981446511,explore_proximate_kon,bepler_pca_data
bagging,-1.2057973097512074,2.182594815567865e+16,0.4083377361297607,0.0038489818572998,-3.656412922928557,explore_proximate_kon,bepler_pca_data
RF,-0.4379555571856799,1.4228298902424788e+16,3.968260622024536,0.0096785068511962,-2.240612354922964,explore_proximate_kon,bepler_pca_data
Adaboost,0.0330857884360661,9567433670940338.0,0.1572906970977783,0.0043324470520019,-0.717055371424469,explore_proximate_kon,bepler_pca_data
GradientBoostingRegressor,0.5215345869276646,4734324978018958.0,1.6431463241577149,0.0025467872619628,-9.55038893452178,explore_proximate_kon,bepler_pca_data
SVR,-0.2561946628950626,1.2429809150905304e+16,0.0072670936584472,0.0033067226409912,-0.1270568200379183,explore_proximate_kon,one_hot_nlp_normal_data
KNN,0.5622730216069878,4331225854031588.0,0.0013550281524658,0.005160903930664,-0.1943678154397855,explore_proximate_kon,one_hot_nlp_normal_data
DT,0.6150041165708613,3809461619491161.5,0.0041873455047607,0.0010474205017089,-2.1704216663818694,explore_proximate_kon,one_hot_nlp_normal_data
bagging,0.6476709400543674,3486229565208655.0,0.0317908287048339,0.0021896362304687,-0.6794521352021685,explore_proximate_kon,one_hot_nlp_normal_data
RF,0.6940929699804232,3026892338724441.0,0.2788214206695557,0.0082171440124511,-0.5393572683860308,explore_proximate_kon,one_hot_nlp_normal_data
Adaboost,0.0862065605267821,9041813654760176.0,0.010382604598999,0.0014493942260742,0.2141066008834913,explore_proximate_kon,one_hot_nlp_normal_data
GradientBoostingRegressor,0.4991074443774573,4956237321649502.0,0.1134626865386962,0.001420259475708,-0.9469261091101366,explore_proximate_kon,one_hot_nlp_normal_data
SVR,-0.2561946827582688,1.242980934744798e+16,0.0177371978759765,0.0101980209350585,-0.1270568032395254,explore_proximate_kon,fft_1_pca_data
KNN,0.6333384711589186,3628046640454896.0,0.0043508529663085,0.0085053920745849,0.0052482276708202,explore_proximate_kon,fft_1_pca_data
DT,-23.08207755498263,2.3828761322379504e+17,0.134499979019165,0.0037486553192138,-9.052722200114324,explore_proximate_kon,fft_1_pca_data
bagging,-6.914829283963952,7.831574227113766e+16,0.7846031665802002,0.0054758071899414,-1.493562610178305,explore_proximate_kon,fft_1_pca_data
RF,-2.0714785706479315,3.039170088198219e+16,7.791984176635742,0.0113626956939697,-1.6109912421358366,explore_proximate_kon,fft_1_pca_data
Adaboost,0.0377681001170486,9521103080388762.0,0.2136433601379394,0.0053607463836669,-0.3044873456995114,explore_proximate_kon,fft_1_pca_data
GradientBoostingRegressor,-2.6874682957767915,3.6486802977563976e+16,3.0716621398925783,0.0041855335235595,-2.119770371598979,explore_proximate_kon,fft_1_pca_data
SVR,-0.2561946946201985,1.2429809464819536e+16,0.0282045841217041,0.0166295528411865,-0.1270568050986686,explore_proximate_kon,fft_6_normal_data
KNN,0.0829753273075032,9073786097745358.0,0.007305097579956,0.0117924213409423,-0.2656774352623603,explore_proximate_kon,fft_6_normal_data
DT,-0.0487164132834407,1.0376851021237e+16,0.1907577991485595,0.0062731742858886,-0.5348497860262466,explore_proximate_kon,fft_6_normal_data
bagging,-1.381820082189391,2.356766027422681e+16,1.099931240081787,0.0081658840179443,-0.5537330424675474,explore_proximate_kon,fft_6_normal_data
RF,0.4850435661122855,5095396743291030.0,10.675263357162477,0.0135665893554687,-0.5162304858909571,explore_proximate_kon,fft_6_normal_data
Adaboost,0.2114383830522852,7802668401567774.0,0.2772575378417968,0.0069014072418212,-2.312893921735172,explore_proximate_kon,fft_6_normal_data
GradientBoostingRegressor,0.6237779133322187,3722646556114625.0,4.814376258850098,0.0064451217651367,-0.4676852745581028,explore_proximate_kon,fft_6_normal_data
SVR,-0.2561946780923225,1.2429809301279322e+16,0.0152567386627197,0.009132957458496,-0.1270568519410272,explore_proximate_kon,property_5_kernel_pca_data
KNN,0.5474276109623647,4478118391096043.0,0.0037974834442138,0.007845115661621,-1.5147994275718826,explore_proximate_kon,property_5_kernel_pca_data
DT,-0.1990288609126678,1.1864164327226434e+16,0.1771391868591308,0.0035895347595214,-0.7561321041040154,explore_proximate_kon,property_5_kernel_pca_data
bagging,0.5359652608577051,4591536182486293.0,0.962004566192627,0.0053588390350341,-0.8937979113873042,explore_proximate_kon,property_5_kernel_pca_data
RF,0.3856275679006542,6079099286230863.0,9.435586071014404,0.0111204624176025,-0.2076994109385669,explore_proximate_kon,property_5_kernel_pca_data
Adaboost,0.1008650490912884,8896770676407098.0,0.1985164642333984,0.0046424865722656,-0.2771716754792115,explore_proximate_kon,property_5_kernel_pca_data
GradientBoostingRegressor,0.5514849722296364,4437971566962723.0,3.117430305480957,0.0037784576416015,-0.9646928612368924,explore_proximate_kon,property_5_kernel_pca_data
SVR,-0.2561947059336016,1.2429809576763526e+16,0.0175941944122314,0.0104650497436523,-0.1270568150386016,explore_proximate_kon,property_6_pca_data
KNN,0.5379116983467358,4572276550816580.0,0.0044733047485351,0.0086559295654296,-0.0195784997517914,explore_proximate_kon,property_6_pca_data
DT,-24.301751219011248,2.503560539822697e+17,0.0833234310150146,0.0037512302398681,-4.985385299176778,explore_proximate_kon,property_6_pca_data
bagging,-15.646049652613211,1.6470952027580768e+17,0.4395707130432129,0.0056193828582763,-5.157623382328192,explore_proximate_kon,property_6_pca_data
RF,-6.08176535641946,7.007273190360625e+16,4.379844093322754,0.0112709522247314,-1.91530889340768,explore_proximate_kon,property_6_pca_data
Adaboost,0.2422990501784758,7497307923627094.0,0.1639517307281494,0.006371259689331,-2.3273337444273148,explore_proximate_kon,property_6_pca_data
GradientBoostingRegressor,-10.771029734311432,1.1647211807915869e+17,1.7853816509246827,0.0042390346527099,-2.4834797431974365,explore_proximate_kon,property_6_pca_data
SVR,-0.2561946908312114,1.2429809427328224e+16,0.0280229568481445,0.0167096614837646,-0.1270568119443585,explore_proximate_kon,fft_7_normal_data
KNN,-0.0066528958940665,9960640453870990.0,0.007509708404541,0.0117758274078369,-0.004778231917933,explore_proximate_kon,fft_7_normal_data
DT,-0.0876208096793731,1.0761802682485224e+16,0.1824241161346435,0.0061507701873779,-20.86007129601856,explore_proximate_kon,fft_7_normal_data
bagging,0.4032025734101707,5905197923040906.0,1.1036303997039796,0.0081052780151367,-1.756716261858108,explore_proximate_kon,fft_7_normal_data
RF,0.5220764542338727,4728963303272022.0,10.760186910629272,0.0133497238159179,-2.616165580972757,explore_proximate_kon,fft_7_normal_data
Adaboost,0.4441993912867992,5499542146071981.0,0.3334150314331054,0.0070570945739746,-2.5349091056211144,explore_proximate_kon,fft_7_normal_data
GradientBoostingRegressor,0.4585446203184175,5357598811686125.0,4.835376930236817,0.0064648151397705,-6.487092856747012,explore_proximate_kon,fft_7_normal_data
SVR,-0.2561946784386255,1.2429809304705926e+16,0.0177411556243896,0.0102569580078125,-0.1270568216693897,explore_proximate_kon,fft_3_pca_data
KNN,0.020223889374393,9694699735171468.0,0.0044287204742431,0.0087328910827636,0.0514659358018701,explore_proximate_kon,fft_3_pca_data
DT,-27.525696355518274,2.822563827636532e+17,0.1399304866790771,0.0038089752197265,-7.247607273227241,explore_proximate_kon,fft_3_pca_data
bagging,-3.3452543291306105,4.299547165625108e+16,0.7611949920654297,0.0055208206176757,-3.3901205782892405,explore_proximate_kon,fft_3_pca_data
RF,-2.7261101676864707,3.686915700855794e+16,7.7060178279876705,0.0111745357513427,-2.694065472222269,explore_proximate_kon,fft_3_pca_data
Adaboost,-0.0341785791337108,1.0233001895551172e+16,0.2501643180847168,0.0060978412628173,-6.713887018020527,explore_proximate_kon,fft_3_pca_data
GradientBoostingRegressor,-2.964697596002334,3.922993459133869e+16,3.071430492401123,0.0042316436767578,-4.3049573770379626,explore_proximate_kon,fft_3_pca_data
SVR,-0.2561947236400357,1.242980975196535e+16,0.0161340713500976,0.0092309474945068,-0.1270568380462184,explore_proximate_kon,property_4_kernel_pca_data
KNN,0.5195475685503765,4753986149920542.0,0.0038425922393798,0.0079767227172851,-0.1030384352285049,explore_proximate_kon,property_4_kernel_pca_data
DT,-0.1842223959848072,1.171765715068046e+16,0.1718765258789062,0.0036702632904052,-0.5615470641099588,explore_proximate_kon,property_4_kernel_pca_data
bagging,-0.1080871964963265,1.0964313718121256e+16,0.9428337097167968,0.0051832675933837,-0.5631817902474145,explore_proximate_kon,property_4_kernel_pca_data
RF,0.0633902320241097,9267576919952674.0,9.208651113510133,0.0113271713256835,-1.1764409552465114,explore_proximate_kon,property_4_kernel_pca_data
Adaboost,-0.0403142679663095,1.0293713378772078e+16,0.1788419723510742,0.0046760082244873,-0.6663206106703923,explore_proximate_kon,property_4_kernel_pca_data
GradientBoostingRegressor,0.3240579044509145,6688319488139701.0,3.1015698432922365,0.0038026809692382,-0.7666226484446954,explore_proximate_kon,property_4_kernel_pca_data
SVR,-0.2561947061708067,1.2429809579110624e+16,0.0176751613616943,0.0104407310485839,-0.1270568169209402,explore_proximate_kon,property_4_pca_data
KNN,0.4954835269453651,4992095300822677.0,0.0044495105743408,0.0087642192840576,-0.1168551626287715,explore_proximate_kon,property_4_pca_data
DT,0.3466171007452069,6465100497629399.0,0.0905741214752197,0.0037694454193115,-7.943147542194993,explore_proximate_kon,property_4_pca_data
bagging,-7.580410818727742,8.490154596529941e+16,0.4942897796630859,0.0054541587829589,-3.1621874182062384,explore_proximate_kon,property_4_pca_data
RF,-1.1182257668702094,2.095944426323849e+16,4.769293117523193,0.0112634658813476,-2.018607541851316,explore_proximate_kon,property_4_pca_data
Adaboost,0.1662108305637644,8250186499200248.0,0.1353140830993652,0.0056039810180664,-4.544677624293387,explore_proximate_kon,property_4_pca_data
GradientBoostingRegressor,-6.054337326264248,6.980133672076981e+16,1.8019362449646,0.0041225433349609,-2.9317271824936992,explore_proximate_kon,property_4_pca_data
SVR,-0.2561946873882301,1.2429809393260574e+16,0.0282716274261474,0.0166968822479248,-0.1270568272527826,explore_proximate_kon,fft_2_normal_data
KNN,-0.0915227602153121,1.0800411746757332e+16,0.0073444843292236,0.0119083881378173,0.0244252851534395,explore_proximate_kon,fft_2_normal_data
DT,-2.8777230779902294,3.836933814732025e+16,0.1950387477874756,0.0062015056610107,-2.8863268112772125,explore_proximate_kon,fft_2_normal_data
bagging,-0.4909441818720685,1.475261134497477e+16,1.1095821380615234,0.0082001686096191,-1.5720787604986088,explore_proximate_kon,fft_2_normal_data
RF,-0.7382463272191262,1.7199619408350178e+16,10.823639726638794,0.0136533260345458,-1.1380611105342346,explore_proximate_kon,fft_2_normal_data
Adaboost,0.0289339763815017,9608515067791470.0,0.3668893814086914,0.0077379703521728,-2.5580604098451403,explore_proximate_kon,fft_2_normal_data
GradientBoostingRegressor,-1.6096104955854913,2.582160343172602e+16,4.752534198760986,0.0065258502960205,-3.051700388021972,explore_proximate_kon,fft_2_normal_data
SVR,-0.2561946238750425,1.2429808764809566e+16,0.0176841735839843,0.0102327823638916,-0.1270568022729247,explore_proximate_kon,fasttext_pca_data
KNN,-0.3569148883263244,1.3426416776081404e+16,0.0043571472167968,0.0086209774017333,-0.3395216717305713,explore_proximate_kon,fasttext_pca_data
DT,-4.743756778803569,5.68333895044664e+16,0.1352105140686035,0.0036980152130126,-2.302580650672412,explore_proximate_kon,fasttext_pca_data
bagging,-2.700941489774685,3.662011768984033e+16,0.6668973445892334,0.005433177947998,-0.9242571630689208,explore_proximate_kon,fasttext_pca_data
RF,-1.7106093407815677,2.682096794690063e+16,6.79424295425415,0.0111118793487548,-1.1257188048514302,explore_proximate_kon,fasttext_pca_data
Adaboost,0.0068684029230863,9826849753485240.0,0.2172733306884765,0.0059735774993896,-0.6613795296506846,explore_proximate_kon,fasttext_pca_data
GradientBoostingRegressor,-0.0443056787230287,1.0333207635048052e+16,2.3652454376220704,0.0042809963226318,-2.7838704444539752,explore_proximate_kon,fasttext_pca_data
SVR,-0.2561946586209607,1.2429809108613872e+16,0.0160480976104736,0.0093425750732421,-0.1270568411151606,explore_proximate_kon,fft_2_kernel_pca_data
KNN,-0.0909307904346885,1.0794554317480172e+16,0.0038878917694091,0.0079453468322753,0.0342361801779944,explore_proximate_kon,fft_2_kernel_pca_data
