task,strategy,architecture,train_mse,train_mae,train_r2_score,train_kendalltau,train_pearsonr,train_spearmanr,test_mse,test_mae,test_r2_score,test_kendalltau,test_pearsonr,test_spearmanr
explore_proximate_dg,fft_3_D,D,21.693987672407676,4.132106516814084,0.46436501396756813,0.5341063614116125,0.921590371290208,0.7088052728938631,22.45863980606965,4.193085439308571,0.4291786719450832,0.467306415421177,0.8956818511722133,0.6347024717313612
explore_proximate_dg,fft_1_kernel_D,D,5200.02956972687,36.31836288367679,-127.39123023433342,0.018512719847119254,0.05643873123868738,0.02798259417275405,6336.255085430002,40.48790711548863,-160.04579680655382,-0.0031106825402375114,0.061648458376556074,-0.00046251307189786956
explore_proximate_dg,property_6_D,D,5.792473894351738,1.9535488463674169,0.8569810345453204,0.5346704932475912,0.9416951079694929,0.7080083509136873,6.147991127793222,2.000846148337715,0.8437392250492247,0.48143020727823693,0.9309876731324516,0.6468569435979047
explore_proximate_dg,property_3_pca_B,B,9.442682936174199,2.3300820369083075,0.7668556182937567,0.4608287136116301,0.876353715355962,0.5937926626746746,8.95933875560464,2.1890170820322203,0.772284444154718,0.4274931270967556,0.8800096098758446,0.5511976118382077
explore_proximate_dg,fft_6_kernel_A,A,30.691158762278533,3.7765701040930804,0.24222053394724152,0.20474802684219268,0.5077745334632383,0.3013060626434061,27.07593456128868,3.5897680566889907,0.3118229305932485,0.1894456893964949,0.5938130072550315,0.2768156403862708
explore_proximate_dg,property_6_kernel_B,B,7.0535377401553285,2.0234172653315405,0.8258447618769196,0.47258201779845926,0.9087840522062388,0.6361784963621183,6.749151431710221,1.959932441594768,0.8284597991347907,0.4231307665163326,0.910355961105201,0.5764401067998007
explore_proximate_dg,property_5_kernel_A,A,33.64741105887133,3.7574911122655017,0.1692292433876076,0.27073150337056523,0.42240208796982864,0.3420815361790998,31.18695987017774,3.5856441662539495,0.20733481614148974,0.2758022679512255,0.4834222230618364,0.35247049211801973
explore_proximate_dg,one_hot_nlp_kernel_D,D,31.628059824426586,3.6348106685959074,0.21908799626373743,0.18124280952276445,0.48403575562804735,0.2606681833108467,30.870966899684248,3.6401698647460425,0.21536626989962726,0.20846049476547346,0.4813049569409308,0.29845338213350087
explore_proximate_dg,glove_B,B,40.504063469651896,4.078250194354967,-6.480129136621215e-05,-0.10385173206051701,-0.2770654865307246,-0.15249684826992924,39.35253646025265,3.9943465001817424,-0.00020603734425850284,-0.10569192071865027,-0.3254575536025122,-0.1600974922229695
explore_proximate_dg,property_1_C,C,5.105680915933754,1.7953202218399174,0.8739382833903531,0.5422588049685682,0.9417788407908629,0.7134054138091666,5.848284201149361,1.900631932714463,0.8513567436243199,0.4736786450128414,0.926799449092122,0.6384273490372518
explore_proximate_dg,property_1_D,D,5.229642476449728,1.8307479877878967,0.8708776128608873,0.5853606336800883,0.9458308982026351,0.7618611705643326,5.923913792743339,1.9481299028273502,0.8494344997000792,0.5210972500142752,0.9316689619450267,0.695218598311968
explore_proximate_dg,property_6_pca_C,C,6.979229448668619,2.2223970851227195,0.827679469320918,0.5922347051365414,0.9434140488875687,0.7690310183166673,7.310524685511884,2.2370598533411923,0.8141916230993493,0.5391538428690185,0.9319495444282127,0.711896661295306
explore_proximate_dg,property_2_kernel_C,C,4.798993495871864,1.786601489332505,0.8815105432460231,0.6331041882012078,0.9556575893897635,0.8082979965636005,6.845550545957316,2.0276150550984453,0.8260096654270952,0.5356552230142941,0.922519431857806,0.7126655803708126
