Predictions,Real values
-15.975987,-14.74
-11.753531,-12.510000000000002
-11.77648,-7.33
-13.429065,-14.19
-9.91145,-7.790000000000001
-14.196144,-14.22
-10.332753,-9.51
-14.454664,-13.510000000000002
-12.506431,-12.77
-13.083122,-13.51
6.757789,9.753790536
-11.03793,-10.59
-10.085853,-10.81
-10.8082485,-12.03
-11.813827,-11.32
-10.236223,-8.06
-11.7798195,-11.92
-14.199668,-14.48
-6.7754726,-6.09
-14.9366665,-14.77
-13.468676,-13.1
-8.433918,-7.020000000000001
-13.119182,-11.91
-9.621861,-9.57
-14.692126,-14.28
-8.790795,-8.850000000000001
-12.96626,-13.09
-7.20832,-7.340000000000001
-9.824605,-9.58
-9.390471,-8.8
-11.881502,-12.51
-12.93765,-13.06
-6.5511107,-5.880000000000001
-15.70062,-15.45
-9.319018,-8.34
-10.585458,-10.9
-8.451586,-10.86
-10.844086,-10.27
7.4933305,5.078075967
-10.113596,-12.68
-8.884325,-6.55
-12.960298,-10.06
-9.77242,-8.67
-11.045578,-10.97
-12.688893,-8.6
-10.550531,-13.88
-11.602695,-12.02
-8.830808,-9.69
-8.9983,-9.24
-12.17247,-11.71
-8.55371,-8.97
-10.639107,-11.47
-9.898145,-10.5
-12.535649,-13.4
-11.814454,-11.96
-13.18811,-12.31
-10.177109,-11.07
-7.20832,-7.32
-12.662936,-13.34
-12.654124,-12.87
-15.607735,-13.52
-12.638438,-10.23
-10.382507,-10.91
-13.21329,-13.84
5.7663345,3.675667845
-11.479594,-9.03
-15.728228,-15.71
-10.35997,-11.14
-14.712689,-15.07
-11.493289,-11.17
-8.340289,-9.58
-11.497877,-11.32
-11.990106,-12.29
-15.975987,-13.47
-13.264036,-12.52
-11.976,-12.14
-13.015916,-12.87
-12.107861,-13.07
12.552023,12.39299575
-12.377831,-11.66
-10.023995,-9.86
12.552023,12.38757753
-11.829191,-11.41
11.288388,10.675677485
-12.89,-12.62
-15.61924,-15.19
-12.76295,-10.87
-18.86511,-18.59
-13.123379,-12.21
-9.527084,-8.700000000000001
-10.725782,-13.05
-7.635882,-7.4
-12.347584,-10.2
-13.213988,-12.75
-9.736971,-9.47
-12.70656,-12.82
-9.649706,-8.94
-10.339275,-10.89
-6.7727103,-7.04
7.4942236,8.544422584
-13.339597,-12.98
-12.993998,-11.89
-15.100875,-14.56
-9.319018,-10.75
-10.416544,-9.99
7.4942236,7.675617709
-9.39954,-5.69
5.6085553,4.891774485999999
-8.279966,-8.36
-15.486247,-14.71
-13.122628,-13.93
-11.772406,-12.6
10.948571,11.82715078
-12.226561,-11.65
-9.750831,-11.8
-14.07224,-14.15
-10.310394,-9.19
-10.220422,-9.86
-11.0487995,-9.87
-11.230552,-10.06
-13.461577,-12.96
-11.990343,-12.15
-15.765174,-15.71
-12.545915,-10.22
-9.913855,-12.68
-5.8958974,-6.82
6.757789,6.610636616
-11.76978,-9.17
-11.796031,-11.88
-11.000232,-10.34
-10.968277,-10.19
-5.8862147,-6.380000000000001
-14.67182,-13.32
-14.527021,-14.59
5.960961,5.777840356
-11.245887,-12.62
-15.210342,-15.62
-13.222857,-13.36
-20.49084,-20.46
-6.2261386,-5.890000000000001
-14.216574,-13.77
-8.326873,-7.939999999999999
-5.8860683,-5.82
-8.262456,-8.05
-11.887553,-11.93
11.288386,12.41950567
-12.480473,-11.8
-14.702901,-14.61
-18.540138,-18.74
-10.808251,-9.44
-12.058021,-12.91
-9.327709,-7.399999999999999
-6.2250466,-5.65
-12.586244,-14.99
-13.638672,-14.18
-19.901585,-17.75
-14.629817,-14.66
-12.127846,-11.32
-11.771845,-8.54
-8.519542,-9.25
-12.960299,-12.89
-3.4907966,-3.53
-12.574389,-12.21
-11.639217,-11.57
-13.505151,-13.65
-10.930022,-10.52
-13.479794,-12.91
-15.83347,-15.49
-10.220422,-10.14
-13.159927,-13.22
-9.043783,-8.379999999999999
-19.036469,-19.26
-16.905931,-16.63
-13.686748,-12.91
-10.5280485,-10.89
-11.041111,-10.77
-17.825628,-17.43
5.479896,5.616380066
-7.716205,-8.51
12.552023,13.60018243
-13.583765,-12.65
-10.559842,-10.8
-14.199668,-14.59
-11.000232,-8.83
-12.67966,-12.41
-7.5200906,-6.62
-14.782395,-15.14
-12.051848,-11.96
-9.980159,-9.06
-10.391871,-11.0
-15.689643,-16.01
-10.37435,-10.49
-7.767131,-6.699999999999999
-13.432843,-14.13
-9.165187,-8.94
-9.760813,-7.89
-15.710236,-15.56
-12.437875,-12.86
-17.847305,-17.970000000000002
-14.150212,-13.02
-12.4826975,-10.55
-10.701459,-10.16
-12.603937,-12.45
-12.171582,-12.48
12.552023,12.30416227
-20.49929,-21.01
-13.79014,-14.59
-10.725782,-11.35
-11.256191,-10.36
-11.114185,-9.29
-8.215197,-8.09
-17.01275,-16.22
-11.877055,-11.04
-20.342579,-20.75
-12.645374,-11.7
3.9915123,3.279126299
-15.031493,-18.42
-14.28589,-12.84
-14.856469,-14.41
-18.540138,-18.8
-12.132597,-10.98
-9.798585,-10.5
-5.8905396,-6.140000000000001
-13.934506,-13.69
-8.492844,-7.79
-10.769735,-10.75
-17.592491,-17.380000000000003
-13.812007,-13.8
-6.3295684,-6.41
5.856159,5.962683391
-11.639217,-11.54
-8.85377,-8.73
-11.331635,-11.75
-13.365908,-13.72
-11.343217,-10.31
-10.81819,-10.91
-12.8833885,-12.98
-11.756093,-14.21
10.948571,9.81386304
-9.695915,-9.99
-12.299946,-13.6
-7.9963346,-7.93
-10.634951,-12.0
-11.479594,-11.5
-11.890981,-11.55
-11.715074,-12.6
5.7651553,5.273116174
-20.501278,-20.700000000000003
-7.6977534,-7.1
-11.046966,-11.17
-11.150311,-10.98
-14.69818,-14.44
-10.802135,-10.87
-14.183115,-14.99
-15.975987,-19.09
-14.315834,-14.01
-18.692326,-18.62
5.9302187,6.319048425
-9.453312,-8.8
-13.696357,-12.9
-12.767865,-12.21
-10.203475,-13.01
-13.859134,-13.28
5.242219,5.646081493
-7.6280475,-6.19
-10.339798,-9.34
-6.248217,-6.08
-12.363912,-12.75
-14.876933,-14.58
-11.035755,-11.57
-12.770754,-11.46
-10.173421,-8.78
-12.76295,-13.56
-13.2577305,-14.909999999999998
-13.016357,-12.6
-10.685278,-9.3
-11.813644,-11.79
-11.067101,-9.57
-14.689857,-13.47
-10.825776,-11.0
-10.905956,-10.93
-10.535323,-10.63
-11.9936285,-12.98
-9.408577,-9.99
-11.24643,-9.53
-16.92682,-16.72
-13.468283,-13.1
-11.230552,-9.73
-11.136045,-11.57
-13.038422,-12.87
-6.5511107,-5.890000000000001
-13.954616,-13.84
-13.352209,-13.19
-12.431052,-12.56
-12.127506,-13.75
7.4942236,7.060779244
-13.57408,-13.91
-11.072119,-11.05
-13.474379,-12.18
-14.011051,-13.68
11.288388,7.649840589
-12.005245,-11.24
-14.812069,-16.080000000000002
-13.731734,-13.43
-11.054559,-11.57
-9.747795,-8.47
-7.6977534,-9.18
-8.451885,-9.03
-13.21329,-12.25
-7.330313,-7.69
-13.031889,-13.21
-15.082448,-14.010000000000002
-16.824188,-15.87
-11.261222,-11.25
-18.579777,-18.23
-7.731395,-7.459999999999999
-12.051655,-14.47
-12.89,-12.81
-13.69735,-13.58
-17.112892,-16.94
-9.598585,-8.45
-13.301812,-12.8
-11.697966,-12.09
-11.140289,-11.22
-15.517171,-14.43
6.7607846,9.533747688
-9.798585,-9.01
-17.479614,-17.23
-13.576151,-13.45
-13.47438,-12.71
-12.269856,-12.48
-11.479594,-11.709999999999996
-12.437875,-12.67
-7.8641944,-7.89
10.948571,10.59984233
-12.2660265,-11.63
12.552023,12.30261316
-13.117448,-12.91
-7.9221997,-6.7
-15.41994,-14.79
-8.451671,-9.26
-14.760509,-14.48
-9.483107,-9.96
-13.828543,-14.18
-7.9396405,-7.289999999999999
-7.33065,-6.09
-13.54998,-14.01
-12.314404,-12.04
-11.709292,-10.75
-11.726237,-12.02
-12.953632,-13.07
-11.04761,-11.36
-6.902756,-6.29
-13.661987,-15.71
-6.352766,-6.3
-10.663808,-10.73
-12.2330475,-13.2
-12.762951,-6.59
-11.1274185,-11.68
-14.475451,-14.38
-10.598821,-8.5
-13.833595,-13.79
-9.065004,-9.83
-12.624856,-13.28
-13.01796,-13.12
-8.519542,-10.2
-9.450105,-8.950000000000001
-7.613108,-7.21
6.172722,5.654565319
-8.519542,-8.84
-14.0304165,-14.13
-13.413765,-14.08
-6.7727103,-6.799999999999999
-11.691498,-11.22
-6.126364,-7.57
-7.5879693,-9.61
-12.76295,-11.37
-15.013251,-14.45
-14.67448,-14.8
-11.048524,-11.45
-7.2303143,-6.5600000000000005
-14.473563,-14.29
-14.404115,-14.38
-4.2269964,-4.09
-12.524437,-11.97
6.741011,9.844004336
4.9893003,4.460587712000001
-13.077227,-13.23
-12.185536,-12.59
-14.253326,-14.13
-13.076574,-13.12
-16.92682,-16.72
-6.7747245,-6.39
-10.112821,-9.76
-12.239594,-11.96
-20.500118,-20.72
-13.744667,-14.19
-10.885987,-10.44
-10.938511,-8.89
-12.637736,-12.79
-8.9361515,-8.6
-8.451497,-8.120000000000001
-9.121288,-9.5
-12.9653015,-12.38
-6.3521304,-6.039999999999999
-19.206585,-18.94
-12.860877,-13.14
-13.317868,-10.49
12.552023,12.4918875
-12.842097,-13.13
12.552023,12.33606931
-11.27005,-12.03
-9.683458,-9.14
-9.324868,-8.98
-10.792763,-9.79
-8.640782,-8.23
-9.413192,-7.74
-12.960287,-13.81
-14.299313,-13.65
-7.6895957,-7.53
-9.906979,-9.4
-14.329568,-12.66
-9.080467,-8.72
-6.3518057,-6.5
-11.9936285,-9.61
-12.351312,-12.25
-14.410035,-14.0
-19.169401,-18.67
12.552023,13.0372368
-10.510975,-10.39
-13.6869,-14.45
-13.32209,-12.71
12.552023,12.49840811
-14.02565,-14.74
-11.768613,-12.94
-11.419286,-11.28
-12.603937,-12.82
-11.852268,-12.56
-15.481915,-15.04
-7.6163354,-6.51
-13.997079,-14.22
-10.577608,-11.0
-11.8958435,-11.67
12.552023,12.81526257
-11.04793,-11.46
-12.889308,-11.6
-11.051384,-11.37
-13.503896,-13.45
-10.214206,-10.07
-10.310001,-9.95
6.757789,5.214894719
-10.988648,-10.6
-8.126507,-7.939999999999999
-8.234257,-9.82
-11.97966,-11.52
-14.797236,-14.11
-10.340534,-9.55
-13.827328,-14.85
-12.894876,-13.07
-6.942224,-7.4
-10.685278,-10.68
-12.424374,-11.68
-10.547259,-7.109999999999999
-15.087099,-15.11
-14.738401,-14.99
-8.37459,-8.27
-13.386167,-13.36
-12.673018,-12.56
-11.112747,-11.12
-10.725782,-12.68
-12.777492,-12.76
-12.59719,-10.1
-14.675364,-14.15
-12.960252,-13.28
-11.587288,-11.77
-14.069822,-13.909999999999998
-10.42794,-10.11
-11.697805,-12.56
-12.061995,-8.56
-15.593817,-15.5
5.1848016,3.351235566
-12.762945,-13.61
-14.308024,-13.48
-14.022744,-13.94
-7.4777446,-9.56
-11.413521,-10.49
-10.900686,-11.95
-8.011667,-6.859999999999999
-8.53062,-9.68
-10.783563,-12.11
-11.137903,-10.689999999999998
-13.17495,-12.66
-14.180692,-14.13
-12.04743,-12.26
-11.930136,-11.49
-13.844129,-12.71
-8.451525,-8.85
-20.49929,-21.03
-12.081279,-12.17
-7.6652694,-6.83
-10.300053,-10.01
-10.63488,-9.72
-10.489309,-6.2
5.6303453,4.629109617
-12.020881,-11.88
-11.263915,-10.37
-12.981194,-12.87
-11.5515375,-12.05
-9.470548,-9.73
-12.960297,-12.19
-7.0104194,-7.41
6.7577896,5.719717574
-11.8565645,-11.57
-9.303018,-7.040000000000001
-18.986498,-20.32
-12.087003,-13.01
-12.294049,-12.76
-13.724928,-13.07
-12.762944,-12.69
-12.735094,-12.41
