Predictions,Real values
-12.380259,-12.02
-12.416741,-12.6
-11.526082,-10.72
-6.6546044,-6.370000000000001
-8.491245,-9.25
-15.067576,-15.07
-11.013369,-10.62
-15.990706,-15.03
-10.928921,-11.22
-12.365581,-12.26
-12.81744,-12.29
-13.340857,-12.34
-10.5525,-10.22
-8.0826845,-6.36
-11.98582,-13.19
-13.056274,-12.47
-12.423583,-11.91
-12.199278,-12.47
-12.212169,-12.5
-8.333344,-10.5
-14.836957,-14.79
-11.639217,-11.75
-12.046288,-11.36
-9.064972,-9.11
-12.872653,-12.38
-9.9569845,-8.530000000000001
-11.610418,-11.36
-10.42794,-10.78
-20.501211,-20.89
-11.704448,-8.59
-11.048552,-10.21
-11.478126,-11.27
-13.996105,-13.3
-9.002806,-9.9
-11.2702265,-10.47
-10.201334,-7.190000000000001
-14.888904,-14.46
-8.333344,-9.56
-10.383842,-10.71
-10.644702,-7.180000000000001
-8.333344,-9.32
-6.939282,-8.22
-11.304738,-16.84
-10.017523,-9.83
-8.461123,-6.720000000000001
-12.399188,-11.97
-18.540138,-18.8
4.139997,4.170749753
-14.724,-14.48
-17.892948,-17.900000000000002
-11.11719,-11.05
-10.577134,-10.73
-6.2977057,-5.380000000000001
-15.595908,-15.49
-17.914604,-17.88
-8.451641,-6.669999999999999
-11.772619,-10.91
-8.926903,-8.93
-14.835105,-13.32
-6.5817294,-6.42
-10.201332,-13.630000000000004
-19.653812,-18.93
-8.599893,-7.24
-13.001696,-12.3
6.757789,6.584599845
-12.051848,-13.81
-5.764967,-4.41
-13.127822,-13.07
-11.244688,-11.62
-12.369571,-11.75
-9.224193,-7.380000000000001
-12.320887,-12.33
-5.828294,-5.83
-12.049111,-11.31
-12.991162,-13.53
-14.436093,-14.12
-14.12507,-14.11
-12.364837,-13.0
-12.156294,-13.72
-11.1274185,-9.36
-8.237922,-9.07
-5.6682725,-6.7
-13.127822,-12.77
-10.122987,-10.04
-18.084496,-17.560000000000002
-12.474643,-11.98
-5.8862,-6.510000000000001
6.757789,7.219502859
-12.094204,-11.77
-9.695487,-8.920000000000002
-9.577295,-9.2
-14.904446,-15.14
-12.829698,-14.07
-17.31763,-17.03
-12.762945,-11.28
-8.279966,-8.4
5.65197,5.278366606
-13.083275,-12.54
-11.239344,-11.5
-11.373988,-13.16
-9.583464,-9.85
-12.762942,-12.62
-20.06028,-19.25
-12.317958,-12.010000000000002
-10.559548,-10.87
-10.416544,-10.07
-10.55529,-10.06
-13.151953,-12.51
-10.585458,-9.34
-12.355222,-12.170000000000002
-15.325614,-15.17
-9.244536,-8.17
-6.5511107,-5.76
-12.728678,-12.51
-11.749845,-12.6
-12.692853,-12.91
-12.398565,-12.54
10.948571,10.95519879
-11.034594,-9.79
-18.810223,-19.82
-10.235962,-9.66
-6.5511107,-7.53
-7.8044047,-7.37
-11.885805,-11.61
-8.644698,-8.25
-15.975987,-15.17
-12.36409,-10.42
-10.666557,-11.1
6.757789,5.977607818
-19.776903,-17.53
-9.759958,-11.97
-18.69827,-18.46
8.793162,6.576870812
-13.299712,-12.8
-19.53395,-25.69
-12.441688,-12.56
-15.694406,-14.78
-8.156214,-7.45
-10.649881,-11.7
-16.582268,-16.06
-14.000831,-14.29
-11.207887,-10.91
-14.755766,-14.9
-11.7798195,-12.07
-11.475371,-6.940000000000001
-18.071304,-18.36
-10.974846,-11.17
-10.75926,-10.52
-9.306512,-12.1
-9.821834,-9.45
-10.708129,-10.6
-14.777834,-14.47
-13.1627035,-14.29
-5.886221,-7.140000000000001
-12.822507,-12.76
-10.026418,-7.540000000000001
-12.611203,-17.36
-11.047384,-11.57
11.288388,12.28434706
-14.059423,-14.29
1.0003458,0.1743243630000002
-11.515057,-11.510000000000002
12.552023,12.66494897
-14.417892,-14.29
-9.339847,-7.17
-11.127414,-15.91
-10.068266,-9.93
-13.058429,-16.65
-12.960614,-11.27
6.172722,5.320394526
6.238061,8.248716339
-11.306162,-11.3
-13.206411,-12.38
-12.593499,-12.78
-12.021539,-11.76
-12.473197,-12.21
12.552023,13.50207599
-8.498008,-7.65
-12.429478,-12.73
-15.138022,-12.87
-10.674326,-10.37
-12.406398,-12.44
-15.496695,-14.58
-12.960297,-14.08
-14.685892,-13.98
-14.627312,-16.25
-14.338102,-13.91
-12.5218935,-12.55
-10.655869,-11.81
-11.270237,-10.2
-13.3798275,-13.03
-13.775259,-13.33
-13.066174,-12.18
-7.1732554,-7.439999999999999
-6.634869,-7.23
-10.975,-11.34
-12.399188,-11.98
-12.494822,-13.25
-12.713007,-11.66
5.960961,6.098533474
-11.701655,-11.64
-10.606888,-8.94
-16.070053,-16.98
-11.450818,-9.66
-4.797226,-4.27
-10.442834,-9.87
-12.750747,-12.54
-5.885815,-7.23
-15.975987,-15.47
-13.273123,-13.25
-13.59374,-13.38
-12.127506,-12.68
7.8201475,8.033886483
-14.736008,-14.170000000000002
-20.49929,-20.66
-11.526082,-10.94
-12.490823,-13.18
-12.513078,-12.510000000000002
-12.564674,-12.76
-11.279307,-12.73
-11.484823,-12.6
-10.277369,-10.18
-11.776001,-12.98
-10.905956,-11.11
-15.469644,-14.91
-15.740176,-15.1
-13.679063,-14.18
-9.034384,-8.89
-9.470547,-8.86
-15.254035,-14.79
6.172722,7.521900362
-11.845378,-11.14
-15.221517,-14.420000000000002
-10.085853,-10.74
-13.204013,-12.88
-11.771272,-12.6
-9.064971,-9.54
-15.975987,-13.68
-9.701841,-10.24
-11.048247,-10.54
-9.331722,-9.99
-8.350761,-8.860000000000001
-9.836595,-8.18
-12.843153,-12.59
-11.771623,-6.809999999999999
-11.555004,-12.15
-14.915481,-16.01
-13.198114,-13.45
10.948571,12.12725517
-15.117175,-14.26
-10.502872,-9.79
-17.6051,-17.04
-11.127326,-9.88
-14.157078,-14.49
-19.783113,-18.35
-16.041422,-16.43
-10.203475,-13.25
-11.343217,-10.47
-12.871542,-13.47
-12.049111,-11.32
-9.3395,-11.05
-10.201335,-8.060000000000002
-20.501162,-21.41
-7.318027,-9.87
12.552023,12.51167903
-8.500922,-7.9
-8.148802,-7.43
-13.070649,-13.44
-11.049583,-11.13
-14.562484,-12.84
-5.927504,-6.09
-13.580345,-11.69
-12.846312,-13.12
-9.909855,-7.19
-10.702696,-10.22
-16.455076,-14.76
-14.017093,-14.88
-6.976562,-9.41
-15.620292,-15.88
-10.29088,-8.639999999999999
-14.785797,-15.67
-10.705771,-10.0
-15.064741,-14.37
10.948571,10.51581292
12.552023,12.18311731
-8.279966,-8.39
-11.895645,-12.13
11.288388,10.205147791
-11.288637,-10.94
-13.049776,-10.74
-9.481269,-6.92
-12.046112,-10.52
-14.565559,-13.94
-14.545131,-14.29
-6.388705,-6.81
-19.371754,-20.01
-10.555814,-7.96
-15.549437,-14.91
-18.540138,-18.81
-10.31113,-9.92
-5.885693,-6.040000000000001
-14.306206,-14.079999999999998
-15.571855,-14.86
-8.381858,-8.02
-11.046872,-11.14
-14.782081,-14.55
-12.960255,-13.65
-11.433598,-11.92
-11.964663,-12.21
5.775266,5.444022219000001
12.552023,13.10321824
6.757789,6.415387933
-5.885823,-6.94
-10.776748,-10.69
-12.2446995,-12.78
-11.642065,-10.920000000000002
-13.410505,-14.78
-12.840518,-12.05
-5.8861184,-7.16
6.757789,5.654565319
-12.662108,-12.54
6.172722,5.300290639
-12.740346,-12.64
-11.772933,-12.6
-12.544525,-12.04
-12.009002,-12.73
-13.289476,-12.79
-18.540138,-18.39
-10.903431,-9.37
-13.096471,-14.5
-8.090224,-7.55
-15.733026,-15.69
-8.451657,-8.07
-9.686066,-9.81
6.172722,5.494765296
-9.677762,-9.13
-18.972198,-18.66
-16.859283,-16.72
-20.501266,-21.18
-12.086525,-12.27
-10.416544,-10.02
-20.501072,-20.72
-15.975987,-18.03
-10.547259,-7.9
-10.438902,-10.56
-12.555573,-13.39
-14.795271,-14.33
6.757789,8.262012679
-13.930522,-13.56
-12.199278,-12.29
-12.76372,-11.95
-4.396686,-4.01
-11.048427,-11.37
-11.047118,-11.35
-15.6609535,-15.94
-12.960853,-13.67
-12.737414,-12.94
-8.491925,-7.85
-10.976885,-10.33
-9.927539,-10.41
-10.8938,-10.72
-5.8861327,-6.0600000000000005
-9.634274,-10.97
-12.051848,-14.37
-5.9067626,-6.710000000000001
-11.115863,-10.21
-13.099717,-12.93
-12.051848,-13.48
-12.5293255,-12.17
-8.126507,-7.85
-20.497519,-20.78
-11.037644,-11.73
-11.804523,-11.34
-19.800228,-19.32
-12.131727,-14.46
-12.504502,-13.6
-7.468449,-7.579999999999999
-13.498889,-13.5
-18.25125,-18.29
-12.052636,-11.66
-18.546207,-16.43
-15.899057,-15.67
-15.511495,-15.79
-10.783563,-8.11
-5.886283,-7.24
-11.987157,-12.510000000000002
6.3141,7.731494832
-9.424272,-9.27
-17.13136,-17.32
-12.379058,-13.09
-13.113131,-13.06
-10.159247,-9.75
6.172722,5.793353655
-13.391369,-11.66
-13.973818,-12.35
-17.890804,-18.2
-10.674614,-10.63
-13.959972,-13.56
-9.424272,-10.47
-11.998577,-11.64
-12.748103,-12.170000000000002
-13.789079,-14.12
0.9639903,-0.4670618730000004
-11.398169,-11.17
-9.754521,-10.47
-9.577297,-9.3
-11.145428,-11.88
-12.413336,-11.69
-11.037644,-11.22
-10.161708,-10.6
-10.728369,-11.49
-11.676444,-11.92
10.610501,9.81606681
-7.1327567,-6.88
-14.917824,-14.15
-11.047068,-10.95
-20.49929,-20.86
-11.938246,-12.16
-13.367207,-13.84
-13.3070135,-13.29
-20.498278,-21.13
-15.37013,-15.59
-7.27947,-7.459999999999999
-9.594266,-9.39
-8.279966,-8.4
-9.495591,-8.600000000000001
-11.046027,-10.67
-12.6642885,-12.34
-12.035822,-10.749999999999998
-13.459678,-13.53
-9.216759,-8.5
-12.147308,-11.21
-12.780336,-13.73
-8.427809,-8.09
-11.861554,-11.57
-14.629401,-14.29
11.288398,12.515493864
-8.195221,-8.62
5.387383,5.777840356
-15.104653,-15.03
-5.8860526,-5.680000000000001
-14.707799,-15.03
-12.838422,-13.82
-9.655114,-8.350000000000001
-13.472396,-14.29
-14.546163,-13.94
-12.749108,-12.37
-9.95478,-8.15
7.2474523,5.024384138
-11.479594,-10.31
-11.485547,-11.95
-7.150043,-7.53
-11.350076,-11.64
-12.010635,-11.24
-11.6800995,-11.079999999999998
-10.577134,-11.08
-11.373988,-13.2
-8.474023,-6.5
10.948571,11.78328241
-10.606711,-9.55
-10.518453,-9.83
-9.677762,-10.85
-12.051848,-13.85
-11.586879,-11.62
-14.504329,-15.03
-11.385237,-11.97
6.757789,5.733698531
-11.511621,-8.84
-10.559842,-10.7
-12.960268,-12.07
-13.634752,-13.1
11.288388,11.57631803
-11.724582,-12.9
-11.784173,-17.95
-16.543081,-16.15
-11.971005,-12.95
-12.577476,-12.49
-11.161861,-10.489999999999998
-14.439823,-13.12
-12.414182,-12.95
-16.149717,-16.86
-8.09738,-8.54
-13.527022,-13.400000000000002
11.288388,11.34105318
-11.764763,-6.229999999999999
-10.201332,-16.51
-7.4748473,-7.619999999999999
5.2424703,5.561416625
5.543604,6.403713293
-14.069213,-13.37
-20.501108,-19.94
-6.4507356,-4.84
-10.563656,-11.86
-9.39864,-9.27
-18.801058,-18.5
-14.796466,-13.8
-10.60277,-8.850000000000001
-8.452948,-6.579999999999999
-11.71928,-11.86
-11.806908,-11.75
-8.279966,-8.51
-10.061487,-10.5
-14.374678,-13.53
-11.18576,-11.22
6.3141,5.025898074
-8.928054,-9.09
5.387383,5.719717574
-7.8376203,-7.829999999999999
-11.066233,-10.82
-15.088797,-14.22
-12.083169,-12.81
-15.715449,-15.89
-10.784623,-13.65
-11.479594,-11.59
-13.166409,-12.48
-11.081762,-10.62
-8.0826845,-9.16
-7.0371366,-6.82
-13.317868,-11.2
-8.383634,-8.27
-14.005429,-15.17
-20.500858,-20.58
-12.179608,-13.64
-7.726476,-8.52
-13.273123,-13.63
-15.802623,-15.3
-12.03515,-10.8
-14.795699,-13.91
-7.9261193,-7.74
-14.940964,-15.67
-12.538341,-13.09
-14.327833,-16.14
-8.115849,-8.05
-8.926903,-8.95
-9.812245,-10.63
-12.960271,-13.63
-15.392926,-16.03
-20.439974,-19.65
-8.2872,-7.75
-7.7197585,-6.8500000000000005
-4.5094514,-4.19
-10.026418,-11.06
-12.443425,-12.07
-15.954907,-16.08
-13.825576,-12.54
-12.163314,-13.52
-6.5125422,-6.66
-12.632755,-12.26
-13.087188,-13.38
-15.920318,-13.97
-9.408577,-10.0
-6.8763833,-8.23
-14.727187,-14.79
-10.606711,-10.51
-11.7798195,-11.89
-10.005756,-10.84
-12.128953,-11.3
-13.676603,-13.1
-11.990106,-12.27
-13.264036,-13.33
-8.49646,-8.35
-18.402391,-18.66
-13.015598,-12.62
-13.20814,-13.12
-7.551623,-6.850000000000001
-14.668575,-15.99
-10.340725,-10.71
-14.448266,-13.89
-10.256518,-10.2
-12.848091,-11.6
-12.646089,-12.49
-12.420075,-12.41
12.552023,12.55830618
-10.42794,-10.5
-6.437,-6.4
-13.583765,-13.47
-14.089339,-13.3
-12.603937,-13.12
-13.678504,-12.91
-12.078143,-13.28
-10.560669,-11.02
-15.954907,-16.06
-12.399965,-11.92
-8.267202,-8.010000000000002
6.88261,6.502793105
-8.279966,-8.08
-17.118708,-17.31
-10.725782,-12.14
-12.376589,-12.37
-11.234887,-11.17
-12.010635,-11.21
-11.490601,-11.07
-8.214301,-6.159999999999999
-11.127383,-9.14
-6.9422097,-9.6
-13.661987,-15.98
-11.983933,-11.32
-12.456293,-12.71
-12.354761,-16.2
-11.610418,-9.6
-8.926903,-8.94
-7.24621,-7.81
-12.933958,-12.95
-10.896445,-10.83
-12.437875,-12.48
-12.5349,-14.35
-12.913868,-12.95
-12.993436,-11.14
-12.16693,-12.62
-10.517576,-10.63
-18.540138,-18.39
-12.6642885,-12.87
-11.755548,-9.09
-14.684652,-15.9
7.4942236,6.063784306
12.552023,12.66789028
-12.215202,-12.2
-12.364837,-12.07
-13.678221,-13.1
-12.346334,-12.55
-10.894761,-10.96
-13.493585,-14.68
-11.433598,-11.27
-14.979339,-15.38
-10.0969,-5.78
-11.71928,-11.73
-12.762949,-12.08
-15.58559,-15.38
-10.201332,-5.150000000000002
-12.009002,-12.29
-10.422096,-10.65
-15.975987,-17.57
-9.577294,-9.92
-11.908078,-12.21
12.552023,13.28114608
-18.355698,-17.95
-12.693727,-13.32
-13.659132,-15.14
-5.7615647,-6.0
-9.521876,-9.34
-10.5908,-7.4
-10.43315,-10.67
-10.026418,-11.35
-8.4521265,-9.0
-11.776848,-17.86
-11.930136,-11.47
-18.241034,-18.07
-10.297957,-10.33
-10.925462,-11.55
-13.123708,-10.81
-9.40134,-6.82
12.552023,12.54391049
-12.6642885,-13.05
-5.856523,-6.21
-11.689322,-10.88
-12.999523,-11.91
-12.91094,-12.56
-12.845792,-12.1
-11.310144,-10.63
-12.019054,-11.57
-11.161882,-11.05
-12.894876,-12.9
-13.377912,-14.63
-10.128857,-9.61
-8.151122,-7.66
-9.913812,-12.14
-10.224535,-10.09
-9.002806,-10.72
-12.907169,-12.93
-12.015098,-12.03
-9.604647,-11.29
-20.500578,-20.78
-7.1893334,-5.969999999999999
-11.875138,-12.22
-10.666623,-10.73
-12.283029,-12.5
-8.96119,-8.770000000000001
-13.561404,-13.14
-14.79645,-15.18
-13.452554,-13.24
-12.500002,-12.04
12.552023,13.29884127
-10.228187,-10.32
-14.563047,-14.73
-16.33928,-15.55
5.387383,5.024384138
-15.055425,-14.65
-14.223387,-16.14
-8.214301,-7.42
-11.739993,-10.420000000000002
-12.958769,-12.61
-13.976,-14.15
-9.349794,-10.760000000000002
-10.428351,-10.99
-15.975987,-13.47
-10.578228,-10.38
-13.690523,-13.89
-10.873273,-10.5
-12.737414,-12.86
-18.9865,-20.32
-14.005044,-13.99
-13.573394,-13.45
-10.644702,-12.56
-9.8344965,-9.59
-14.597968,-13.83
-13.179903,-12.45
-14.048862,-14.010000000000002
-12.960315,-12.37
-13.653026,-13.91
-13.553751,-13.33
-12.348122,-12.71
-11.180097,-10.96
-10.034083,-10.6
-11.745195,-11.1
-11.120364,-11.0
-8.926903,-8.98
-10.632171,-10.91
-15.0057955,-14.16
-10.598821,-10.25
-12.895275,-12.96
-10.032081,-5.51
-13.583765,-13.81
5.613577,5.893956738
-12.762947,-14.21
-8.998096,-8.5
-14.322747,-13.42
-12.713007,-12.26
-12.630708,-10.75
-14.607321,-15.2
-14.84476,-14.24
-14.462455,-14.260000000000002
-14.965415,-14.6
-8.234257,-9.9
-9.922196,-11.33
5.065079,5.677662188999999
11.288388,12.49622622
12.552023,12.6225701
-11.710042,-11.94
-15.688874,-15.04
-9.683458,-8.96
-15.29065,-15.35
-9.747795,-8.209999999999999
-12.073151,-11.9
-12.162739,-12.44
-12.95952,-13.28
-9.747795,-9.23
-12.700281,-13.48
-11.244688,-9.14
-10.705771,-7.529999999999999
-12.009002,-12.76
-13.625802,-11.22
-12.279861,-12.59
-10.048458,-11.67
-13.804882,-13.38
-12.997785,-11.73
-10.844086,-8.809999999999999
-8.279966,-8.36
-12.443425,-11.86
-10.325437,-13.25
-10.625755,-8.44
1.4168941,-0.5833074370000002
-12.960542,-11.87
-10.201332,-10.130000000000004
-10.173421,-7.890000000000001
-12.332354,-12.16
-17.86835,-17.89
-12.015424,-12.84
-14.897565,-14.13
