description,test_r2_score,test_mean_squared_error,fit_time,score_time,train_test_score
SVR,-53.60796493648069,2.611133361892804e-06,0.04449591636657715,0.013002824783325196,-3096.497112784452
KNN,0.48560203891695464,2.4596442644144035e-08,0.024557065963745118,0.0679255485534668,0.05657249087889964
DT,0.2704157156940141,3.488578758208561e-08,0.2035895824432373,0.011900520324707032,-10.8586501095896
bagging,0.42010524612633493,2.7728235981462076e-08,1.3035863399505616,0.022188711166381835,-2.8265737211801714
RF,0.41268238837272575,2.8083167199711623e-08,12.769578504562379,0.022628402709960936,-2.7952439369012816
Adaboost,0.3179497958178924,3.2612898955257695e-08,3.6857790470123293,0.03314852714538574,-0.9046703756426091
GradientBoostingRegressor,0.3563469356577875,3.0776902082753207e-08,3.6496137142181397,0.013254404067993164,-1.076669073038054
